Item,Item Description,Item Status,Quantity,Subinventory,UOM,Cost,Organization
DCHS69402-P1-NEW,..... ECI 000..... SPRUE BUSH ROTATION STOPPER,Active,0,,,#N/A,AAC KOKI
DCHS69403-P1-NEW,..... ECI 000.....SPRUE CORE COOLING PLUG,Active,0,,,#N/A,AAC KOKI
DCHS69404-P1-NEW,..... ECI 000..... SPRUE COOLING PLUG DROP PREVENTION BLOCK,Active,0,,,#N/A,AAC KOKI
DCHS69609-P1-NEW,..... ECI 000..... MOVABLE POWER COOL 2.11,Active,0,,,#N/A,AAC KOKI
DCHS69610-P1-NEW,..... ECI 000.....C2 SLIDE POWER COOL 1.81,Active,0,,,#N/A,AAC KOKI
DCHS69611-P1-NEW,..... ECI 000..... MOVABLE POWER COOL HOLDER PLATE A,Active,0,,,#N/A,AAC KOKI
DCHS69612-P1-NEW,..... ECI 000..... C2 SLIDE POWER COOL HOLDER PLATE,Active,0,,,#N/A,AAC KOKI
DCHS69613-A-P1-NEW,.....ECI 000..... TUBE JOINT,Active,0,,,#N/A,AAC KOKI
DCHS69613-P1-NEW,.....ECI 000.....MOVABLE COOLING BOTH WAYS Rc1/8,Active,0,,,#N/A,AAC KOKI
DCHS69624-P1-NEW,.....ECI 000.....MOVABLE EXTRUSSION PIN GUIDE,Active,0,,,#N/A,AAC KOKI
DCHS69630-P1-NEW,..... ECI 000..... C1 COOLING PLUG,Active,0,,,#N/A,AAC KOKI
DCHT60702-P1-NEW,..... ECI 000.....MOVABLE VACUUM VALVE(100.115),Active,0,,,#N/A,AAC KOKI
DCHT60745-P1-NEW,..... ECI 000.....STATIONARY VACUUM VALVE(100.115),Active,0,,,#N/A,AAC KOKI
DCHT60910-P1-NEW,..... ECI 000.....GUIDE BUSH,Active,0,,,#N/A,AAC KOKI
DCHT60911-P1-NEW,..... ECI 000.....GUIDE BUSH PIN A,Active,0,,,#N/A,AAC KOKI
DCHT60912-P1-NEW,INACTIVE ..... ECI 000.....GUIDE BUSH PIN B,Active,0,,,#N/A,AAC KOKI
DCHT6302-P1-NEW,.....ECI 000....MOVABLE INSERT A1,Active,0,,,#N/A,AAC KOKI
DCHT6303-P1-NEW,1ZW023A.....ECI A4....MOVABLE INSERT A2,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6304-P1-NEW,1ZW023B.....ECI 000....MOVABLE INSERT A3,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6305-P2-NEW,.....ECI A4....AD6 BUSHING,Active,0,,,#N/A,AAC KOKI
DCHT6306-P2-NEW,.....ECI A4....AD8 BUSHING,Active,0,,,#N/A,AAC KOKI
DCHT6351-P1-NEW,1ZW023H.....ECI 000....STATIONARY INSERT B1,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6401-P1-NEW,.....ECI 000.....SLIDER CORE C1,Active,0,,,#N/A,AAC KOKI
DCHT6403-P1-NEW,.....ECI 000..... SLIDE RAIL C1 (SET),Active,0,,,#N/A,AAC KOKI
DCHT6406-P1-NEW,.....ECI 000..... SLIDE STOPPER C1,Active,0,,,#N/A,AAC KOKI
DCHT6409-P1-NEW,.....ECI 000..... SLIDE PIN HOLDER C2,Active,0,,,#N/A,AAC KOKI
DCHT6410-P1-NEW,.....ECI 000..... SLIDE HOLDER C2,Active,0,,,#N/A,AAC KOKI
DCHT6413-P1-NEW,..... ECI 000..... CYLINDER JOINT C1,Active,0,,,#N/A,AAC KOKI
DCHT6414-P1-NEW,..... ECI 000.....SLIDE BUSHING HOLDING PLATE C2,Active,0,,,#N/A,AAC KOKI
DCHT6415-P1-NEW,..... ECI 000.....SLIDE ROTATION STOPPER,Active,0,,,#N/A,AAC KOKI
DCHT6501-P1-NEW,1ZW024A-1..... ECI 000.....MOVABLE CORE PIN AD1,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6502-P1-NEW,1ZW024A-2..... ECI 000.....MOVABLE CORE PIN AD2,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6503-P1-NEW,1ZW024B-1..... ECI 000.....MOVABLE CORE PIN AD3,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6504-P1-NEW,1ZW024B-2..... ECI 000.....MOVABLE CORE PIN AD4,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6505-P1-NEW,1ZW024C-1..... ECI 000.....MOVABLE CORE PIN AD5,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6506-P1-NEW,1ZW024C-2..... ECI 000.....MOVABLE CORE PIN AD6,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6507-P1-NEW,1ZW024D-1..... ECI 000.....MOVABLE CORE PIN AD7,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6508-P1-NEW,1ZW024D-2..... ECI 000.....STATIONARY CORE PIN BD1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6509-P2-NEW,..... ECI 000.....STATIONARY CORE PIN BD2,Active,0,,,#N/A,AAC KOKI
DCHT6510-P1-NEW,1ZW024E-2..... ECI 000.....STATIONARY CORE PIN BD3,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6511-P1-NEW,1ZT024E-3..... ECI 000.....STATIONARY CORE PIN BD4,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6512-P1-NEW,1ZW024F-1..... ECI 000.....STATIONARY CORE PIN BD5,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6513-P1-NEW,1ZW024F-2..... ECI 000.....STATIONARY CORE PIN BD6,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6514-P1-NEW,1ZW024F-3..... ECI 000.....STATIONARY CORE PIN BD7,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6515-P1-NEW,1ZW024G-1..... ECI 000.....SLIDE CORE PIN C1D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6516-P1-NEW,1ZW024G-2..... ECI 000.....SLIDE CORE PIN C1D2,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6517-P1-NEW,1ZW024H-1..... ECI 000.....SLIDE CORE PIN C2D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6518-P1-NEW,1ZW024H-2..... ECI 000.....SLIDE CORE PIN BUSH C2D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6519-P1-NEW,1ZW024H-3..... ECI 000.....MOVABLE CORE PIN AD8,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6520-P1-NEW,1ZW025A-1..... ECI 000.....STATIONARY CORE PIN BD8,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6521-P1-NEW,1ZW025A-2..... ECI 000.....STATIONARY CORE PIN BD9,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6522-P1-EW,..... ECI 000.....STATIONARY CORE PIN BD10,Active,0,,,#N/A,AAC KOKI
DCHT6523-P1-NEW,1ZW025B-1..... ECI 000.....STATIONARY CORE PIN BD11,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6524-P1-NEW,1ZW025B-2..... ECI 000.....STATIONARY CORE PIN BD12,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHT6556-P1-NEW,"..... ECI 000.....MOVABLE HARD LOCK AD1-5,AD2-2,4-2",Active,0,,,#N/A,AAC KOKI
DCHT6557-P1-NEW,..... ECI 000.....MOVABLE HARD LOCK E25-35,Active,0,,,#N/A,AAC KOKI
DCHT6558-P1-NEW,..... ECI 000.....MOVABLE HARD LOCK E36-39,Active,0,,,#N/A,AAC KOKI
DCHT6559-P1-NEW,"..... ECI 000.....STATIONARY HARD LOCK BD5-1,5-2",Active,0,,,#N/A,AAC KOKI
DCHT6560-P1-NEW,"..... ECI 000.....STATIONARY HARD LOCK AD7-1,7-2",Active,0,,,#N/A,AAC KOKI
DCHT6602-P1-NEW,..... ECI 000.....DIE BASE DOWEL PINS,Active,0,,,#N/A,AAC KOKI
DCHT6703-P1-NEW,..... ECI 000.....RETURN PIN,Active,0,,,#N/A,AAC KOKI
DCHT6705-P1-NEW,..... ECI 000.....MOVABLE EXTRUSION PIN GUIDE,Active,0,,,#N/A,AAC KOKI
DCHT6706-P1-NEW,..... ECI 000.....STOP RING,Active,0,,,#N/A,AAC KOKI
DCHT6709-P1-NEW,..... ECI 000.....EJECTOR PIN SLEEVE A(E25.26),Active,0,,,#N/A,AAC KOKI
DCHT6710-P1-NEW,..... ECI 000.....EJECTOR PIN SLEEVE A(E27-39),Active,0,,,#N/A,AAC KOKI
DCHT69012-P1-NEW,..... ECI 000.....GUIDE BUSH PIN B,Active,0,,,#N/A,AAC KOKI
DCHT69013-P1-NEW,..... ECI 000.....MACHINE LOCATION BLOCK,Active,0,,,#N/A,AAC KOKI
DCHT69400-P1-NEW,..... ECI 000.....SPRUE CORE,Active,0,,,#N/A,AAC KOKI
DCHT69401-P1-NEW,..... ECI 000.....SPRUE BUSH,Active,0,,,#N/A,AAC KOKI
DCHT69402-P1-NEW,..... ECI 000.....SPC SPIRAL COOLING,Active,0,,,#N/A,AAC KOKI
DCHT69403-P1-NEW,..... ECI 000.....SPC SPIRAL COOLING HOLDING PLATE,Active,0,,,#N/A,AAC KOKI
DCHT69404-P1-NEW,..... ECI 000.....SPRUE BUSH ROTATION STOPPER,Active,0,,,#N/A,AAC KOKI
DCHT69624-P1-NEW,..... ECI 000.....MOVABLE BOTH WAYS COOLING C,Active,0,,,#N/A,AAC KOKI
DCHT69626-P1-NEW,..... ECI 000.....MOVABLE POWER COOL 1.8X1.45,Active,0,,,#N/A,AAC KOKI
DCHT69627-P1-NEW,..... ECI 000.....STATIONARY POWER COOL 1.8X1.45,Active,0,,,#N/A,AAC KOKI
DCHT69628-P1-NEW,..... ECI 000.....SLIDE C1 POWER COOL 1.8X1.45,Active,0,,,#N/A,AAC KOKI
DCHT69632-P1-NEW,..... ECI 000.....STATIONARY BOTH WAYS COOLING C,Active,0,,,#N/A,AAC KOKI
DCHT69634-P1-NEW,..... ECI 000.....STATIONARY COOLING BUSHING A WB7,Active,0,,,#N/A,AAC KOKI
DCHT69635-P1-NEW,..... ECI 000.....STATIONARY COOLING BUSHING A WB10,Active,0,,,#N/A,AAC KOKI
DCHT6K001-P1-NEW,..... ECI 000.....COOLING PIPE C1W1-1,Active,0,,,#N/A,AAC KOKI
DCHT6K002-P1-NEW,..... ECI 000.....COOLING PIPE C1W1-2,Active,0,,,#N/A,AAC KOKI
DCHT6K003-P1-NEW,..... ECI 000.....COOLING PIPE C1W1-3,Active,0,,,#N/A,AAC KOKI
DCHT6K004-P1-NEW,..... ECI 000.....COOLING PIPE C1W1-4,Active,0,,,#N/A,AAC KOKI
DCHT6K005-P1-NEW,..... ECI 000.....COOLING PIPE C1W1-5,Active,0,,,#N/A,AAC KOKI
DCHT6K006-P1-NEW,..... ECI 000.....COOLING PIPE C1W1-6,Active,0,,,#N/A,AAC KOKI
DCHT6K007-P1-NEW,..... ECI 000.....COOLING PIPE C1W2-1,Active,0,,,#N/A,AAC KOKI
DCHT6K008-P1-NEW,..... ECI 000.....COOLING PIPE C1W2-2,Active,0,,,#N/A,AAC KOKI
DCHT6K009-P1-NEW,..... ECI 000.....COOLING PIPE C1W2-3,Active,0,,,#N/A,AAC KOKI
DCHT6K010-P1-NEW,..... ECI 000.....COOLING PIPE C1W2-4,Active,0,,,#N/A,AAC KOKI
DCHT6K011-P1-NEW,..... ECI 000.....COOLING PIPE C1W2-5,Active,0,,,#N/A,AAC KOKI
DCHT6K012-P1-NEW,..... ECI 000.....COOLING PIPE C1W2-6,Active,0,,,#N/A,AAC KOKI
DCHU6501-P1-NEW,1ZW034A-1.....ECI 000.....STATIONARY CORE PIN BD1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6502-P1-NEW,1ZW034A-2.....ECI 000.....STATIONARY CORE PIN BD2,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6511-P1-NEW,1ZW034E-2.....ECI 000.....C1 SLIDE CORE PIN C1D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6531-P1-NEW,1ZW035G-1.....ECI 000.....C3 SLIDE CORE PIN C3D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6541-P1-NEW,1ZW036D-1.....ECI 000.....C4 SLIDE CORE PIN C4D1,Active,6,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6542-P1-NEW,1ZW036D-2.....ECI 000.....C4 SLIDE CORE PIN C4D2,Active,2,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6551-P1-NEW,"1ZW037A.....ECI 000.....C5, C6 SLIDE CORE PIN",Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHU6552-P1-NEW,"1ZW037B-1.....ECI 000.....C5, C6 SLIDE PIN BUSH",Active,4,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6501-P1-NEW,1ZW044A-1.....ECI 000.....MOVABLE CORE PIN AD1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6502-P1-NEW,1ZW044A-2.....ECI 000.....MOVABLE CORE PIN AD2,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6503-P1-NEW,1ZW044A-3.....ECI 000.....MOVABLE CORE PIN AD3,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6504-P1-NEW,1ZW044B-1.....ECI 000.....MOVABLE CORE PIN AD4,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6511-P1-NEW,1ZW044D-2.....ECI 000.....STATIONARY CORE PIN BD1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6512-P1-NEW,1ZW044D-3.....ECI 000.....STATIONARY CORE PIN BD2,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6513-P1-NEW,1ZW044E-1.....ECI 000.....STATIONARY CORE PIN BD3,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6521-P1-NEW,1ZW045A.....ECI 000.....C1 SLIDE CORE PIN C1D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6531-P1-NEW,1ZW045D.....ECI 000.....C3 SLIDE CORE PIN C3D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6532-P1-NEW,1ZW045E.....ECI A1.....C3 SLIDE CORE PIN,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCHV6541-P1-NEW,1ZW045H.....ECI 000.....C4 SLIDE CORE PIN C4D1,Active,1,STOCK CAGE,EA,#N/A,AAC KOKI
DCI001-000-NEW,RETIRED.....C1 SLIDE KEY RIGHT,Inactive,0,,,214.98,AAC KOKI
DCI001-P1-NEW,RETIRED.....C1 SLIDE KEY RIGHT,Inactive,0,,,218.25,AAC KOKI
DCI002-000-NEW,RETIRED.....C1 SLIDE KEY LEFT,Inactive,0,,,214.98,AAC KOKI
DCI002-P1-NEW,RETIRED.....C1 SLIDE KEY LEFT,Inactive,0,,,218.25,AAC KOKI
DCI003-000-NEW,RETIRED.....C2 SLIDE KEY,Inactive,0,,,205.42,AAC KOKI
DCI003-P1-NEW,RETIRED.....C2 SLIDE KEY,Inactive,0,,,208.55,AAC KOKI
DCI004-000-NEW,RETIRED.....C1 SLIDE PLATE,Inactive,0,,,197.78,AAC KOKI
DCI004-P1-NEW,RETIRED.....C1 SLIDE PLATE,Inactive,0,,,200.79,AAC KOKI
DCI005-000-NEW,RETIRED.....C2 SLIDE PLATE,Inactive,0,,,180.58,AAC KOKI
DCI005-P1-NEW,RETIRED.....C2 SLIDE PLATE,Inactive,0,,,183.33,AAC KOKI
DCI006-000-NEW,"RETIRED.....C1,2 CYLINDER JOINT",Inactive,0,,,109.88,AAC KOKI
DCI006-P1-NEW,"RETIRED.....C1,2 CYLINDER JOINT",Inactive,0,,,111.55,AAC KOKI
DCI007-000-NEW,RETIRED.....CORE PIN AD1-1,Inactive,0,,,338.53,AAC KOKI
DCI007-P1-NEW,RETIRED.....CORE PIN AD1-1,Inactive,0,,,338.53,AAC KOKI
DCI008-000-NEW,RETIRED.....CORE PIN AD2-1~2-2,Inactive,0,,,30.57,AAC KOKI
DCI008-P1-NEW,RETIRED.....CORE PIN AD2-1~2-2,Inactive,0,,,31.04,AAC KOKI
DCI009-000-NEW,RETIRED.....CORE PIN AD3-1,Inactive,0,,,27.16,AAC KOKI
DCI009-P1-NEW,RETIRED.....CORE PIN AD3-1,Inactive,0,,,27.16,AAC KOKI
DCI010-000-NEW,"RETIRED.....CORE PIN AD4-1,4-2",Inactive,0,,,29.62,AAC KOKI
DCI010-P1-NEW,"RETIRED.....CORE PIN AD4-1,4-2",Inactive,0,,,37.07,AAC KOKI
DCI011-000-NEW,RETIRED.....CORE PIN AD4-3~4-5,Inactive,0,,,29.62,AAC KOKI
DCI011-P1-NEW,RETIRED.....CORE PIN AD4-3~4-5,Inactive,0,,,30.07,AAC KOKI
DCI012-000-NEW,RETIRED.....CORE PIN BD1-1~1-3,Inactive,0,,,30.07,AAC KOKI
DCI012-P1-NEW,RETIRED.....CORE PIN BD1-1~1-3,Inactive,0,,,30.07,AAC KOKI
DCI013-000-NEW,RETIRED.....SLIDE PIN C1-1,Inactive,0,,,328.83,AAC KOKI
DCI013-P1-NEW,RETIRED.....SLIDE PIN C1-1,Inactive,0,,,328.83,AAC KOKI
DCI014-000-NEW,RETIRED.....CORE PIN SLEEVE AD3-1,Inactive,0,,,142.36,AAC KOKI
DCI014-P1-NEW,RETIRED.....CORE PIN SLEEVE AD3-1,Inactive,0,,,144.53,AAC KOKI
DCI015-000-NEW,RETIRED.....RETURN PIN,Inactive,0,,,123.25,AAC KOKI
DCI015-P1-NEW,RETIRED.....RETURN PIN,Inactive,0,,,125.13,AAC KOKI
DCI016-000-NEW,RETIRED.....SPURE CORE,OBSOLETE,0,,,0.0001,AAC KOKI
DCI016-P1-NEW,RETIRED.....SPURE CORE,Inactive,0,,,1056,AAC KOKI
DCI017-000-NEW,RETIRED.....SPURE BUSH,Inactive,0,,,0.0001,AAC KOKI
DCI017-P1-NEW,RETIRED.....SPURE BUSH,Inactive,0,,,917,AAC KOKI
DCI018-000-NEW,RETIRED.....CORE PIN AD2-3,Inactive,0,,,108.64,AAC KOKI
DCI018-P1-NEW,RETIRED.....CORE PIN AD2-3,Inactive,0,,,108.64,AAC KOKI
DCI019-000-NEW,RETIRED.....SLIDE CORE C1,Inactive,0,,,1948.73,AAC KOKI
DCI019-P1-NEW,RETIRED.....SLIDE CORE C1,Inactive,0,,,1948.73,AAC KOKI
DCIOO7-P1-NEW,RETIRED.....CORE PIN AD1-1,Inactive,0,,,#N/A,AAC KOKI
DCJA6228-P2-NEW,2J014I.....ECI 000....C1 SLIDE RAIL L,Active,3,STOCK CAGE,EA,800,AAC KOKI
DCJA6229-P2-NEW,2J014J.....ECI 000....C1 SLIDE RAIL R,Active,3,STOCK CAGE,EA,800,AAC KOKI
DCJA6711-P2-NEW,2B030B.....ECI 000....COIL SPRING SWF70-150,Active,12,STOCK CAGE,EA,32.63,AAC KOKI
DCJA6901-P2-NEW,.....ECI 000....LEADER PIN,Active,8,STOCK CAGE,EA,550,AAC KOKI
DCJA69020-P2-NEW,2J013A.....ECI 000....MOVABLE FREE BEAR BLOCK A,Active,4,STOCK CAGE,EA,1950,AAC KOKI
DCJA69021-P2-NEW,2J013B.....ECI 000....MOVABLE FREE BEAR COVER A,Active,4,STOCK CAGE,EA,1400,AAC KOKI
DCJA69022-P2-NEW,2J013C.....ECI 000....MOVABLE FREE BEAR BLOCK B,Active,4,STOCK CAGE,EA,1950,AAC KOKI
DCJA69023-P2-NEW,2J013D.....ECI 000....MOVABLE FREE BEAR COVER B,Active,4,STOCK CAGE,EA,1800,AAC KOKI
DCJA69024-P2-NEW,INACTIVE.....ECI 000....COIL SPRING SWF70-150,Inactive,0,,,32.63,AAC KOKI
DCJA69025-P2-NEW,2J013E.....ECI 000....STATIONARY FREE BEAR BLOCK A,Active,4,STOCK CAGE,EA,1400,AAC KOKI
DCJA69026-P2-NEW,2J013F.....ECI 000....STATIONARY FREE BEAR COVER A,Active,4,STOCK CAGE,EA,1400,AAC KOKI
DCJA69027-P2-NEW,2J014H.....ECI 000....STATIONARY FREE BEAR BLOCK B,Active,4,STOCK CAGE,EA,1950,AAC KOKI
DCJA69028-P2-NEW,2J013G.....ECI 000....STATIONARY FREE BEAR COVER B,Active,4,STOCK CAGE,EA,2100,AAC KOKI
DCJA6985-A-P2-NEW,"2J013H.....ECI 000....STATIONARY LOWER BLOCK ""A"" RIGHT SIDE",Active,4,STOCK CAGE,EA,900,AAC KOKI
DCJA6985-B-P2-NEW,"2J013I.....ECI 000....STATIONARY LOWER BLOCK ""A"" LEFT SIDE",Active,4,STOCK CAGE,EA,900,AAC KOKI
DCJA6985-P2-NEW,"INACTIVE.....ECI 000....STATIONARY LOWER BLOCK ""A"" LEFT SIDE",Inactive,0,,,900,AAC KOKI
DCJE6360-P2-NEW,OBSOLETE......STATIONARY INSERT B6,Inactive,0,,,1,AAC KOKI
DCK003-000-NEW,"RETIRED.....CORE PIN BD1-1,2(DIE#6 `UP);",NoPurchase,0,,,150.49,AAC KOKI
DCK005-000-NEW,RETIRED.....CORE PIN AD2-1~2-4,NoPurchase,0,,,27.87,AAC KOKI
DCK006-000-NEW,RETIRED.....CORE PIN AD3-1~3-4,NoPurchase,0,,,27.87,AAC KOKI
DCL001-000-NEW,RETIRED.....CORE PIN,NoPurchase,0,,,525.9,AAC KOKI
DCL003-000-NEW,RETIRED.....CORE PIN,NoPurchase,0,,,1014.95,AAC KOKI
DCL004-000-NEW,RETIRED.....SLIDE PIN C2D1,NoPurchase,0,,,204.97,AAC KOKI
DCL007-000-NEW,RETIRED.....SLIDE PIN C3D1,NoPurchase,0,,,40.45,AAC KOKI
DCL008-000-NEW,RETIRED.....SLIDE PIN C4D1,NoPurchase,0,,,30.56,AAC KOKI
DCL009-000-NEW,RETIRED.....SLIDE PIN SLEEVE C4D2,NoPurchase,0,,,227.45,AAC KOKI
DCL010-000-NEW,RETIRED.....SLIDE PIN C5D1,NoPurchase,0,,,133.95,AAC KOKI
DCL011-000-NEW,RETIRED.....SLIDE PIN SLEEVE C5D1,NoPurchase,0,,,178,AAC KOKI
DCL012-000-NEW,RETIRED.....SLIDE PIN C5D2,NoPurchase,0,,,145.63,AAC KOKI
DCL014-000-NEW,RETIRED.....SLIDE PIN C5D3,NoPurchase,0,,,34.16,AAC KOKI
DCL020-000-NEW,"RETIRED.....CORE PIN AD1,2",NoPurchase,0,,,67.42,AAC KOKI
DCL021-000-NEW,RETIRED.....CORE PIN AD3-9,NoPurchase,0,,,26.07,AAC KOKI
DCL027-000-NEW,RETIRED.....CORE PIN AD20,NoPurchase,0,,,55.74,AAC KOKI
DCL028-000-NEW,RETIRED.....CORE PIN AD21,NoPurchase,0,,,30.56,AAC KOKI
DCL032-000-NEW,RETIRED.....CORE PIN AD24,Inactive,0,,,26.07,AAC KOKI
DCL033-000-NEW,RETIRED.....CORE PIN BD1,NoPurchase,0,,,369.48,AAC KOKI
DCL034-000-NEW,RETIRED.....CPRE PIN BD2,NoPurchase,0,,,32.37,AAC KOKI
DCL036-000-NEW,RETIRED.....CORE PIN BD3,Inactive,0,,,35.35,AAC KOKI
DCL038-000-NEW,RETIRED.....PRESSURE PIN SLEEVE BD3,Inactive,0,,,81.8,AAC KOKI
DCL039-000-NEW,RETIRED.....PRESSURE PIN BD3,NoPurchase,0,,,27.87,AAC KOKI
DCL040-000-NEW,RETIRED.....CORE PIN BD4,NoPurchase,0,,,32.37,AAC KOKI
DCL041-000-NEW,RETIRED.....CORE PIN SLEEVE BD4,NoPurchase,0,,,91.69,AAC KOKI
DCL042-000-NEW,RETIRED.....CORE PIN BD5,NoPurchase,0,,,27.87,AAC KOKI
DCL043-000-NEW,RETIRED.....CORE PIN BD6,NoPurchase,0,,,26.07,AAC KOKI
DCL044-000-NEW,"RETIRED.....CORE PIN SLEEVE AD11,16",NoPurchase,0,,,75.51,AAC KOKI
DCL045-000-NEW,RETIRED.....CORE PIN AD10,NoPurchase,0,,,26.07,AAC KOKI
DCL046-000-NEW,RETIRED.....GUIDE PIN,NoPurchase,0,,,94.39,AAC KOKI
DCL047-000-NEW,RETIRED.....GUIDE PIN BUSHING,Inactive,0,,,106.08,AAC KOKI
DCM006-A30-NEW,RETIRED.....stationary core insert B1,NoPurchase,0,,,404.84,AAC KOKI
DCM011-91-NEW,RETIRED.....stationary core insert B6,NoPurchase,0,,,397.8,AAC KOKI
DCM012-000-NEW,RETIRED.....stationary core insert B7,NoPurchase,0,,,425.28,AAC KOKI
DCM013-73-NEW,RETIRED.....stationary core insert B8,NoPurchase,0,,,544.73,AAC KOKI
DCM014-73-NEW,RETIRED.....stationary core insert B9,NoPurchase,0,,,611.63,AAC KOKI
DCM015-000-LCL,RETIRED.....stationary core insert B10,Inactive,0,,,0,AAC KOKI
DCM015-000-NEW,RETIRED.....stationary core insert B10,NoPurchase,0,,,533.62,AAC KOKI
DCM015-000-OSP,RETIRED.....stationary core insert B10,Inactive,0,,,325.05,AAC KOKI
DCM018,RETIRED.....C5 SLIDE PIN,Inactive,0,,,207,AAC KOKI
DCM018-104-NEW,RETIRED.....C5 Slide pin,NoPurchase,0,,,397.8,AAC KOKI
DCM020,RETIRED.....C5 SLIDE PIN BUSH,Inactive,0,,,182,AAC KOKI
DCM020-000-NEW,RETIRED.....C5 Slide pin bush,NoPurchase,0,,,161.48,AAC KOKI
DCM022,RETIRED.....C2 SLIDE INSERT C2-1,Inactive,0,,,1060,AAC KOKI
DCM022-A79-NEW,RETIRED.....C2 Slide insert C2-1,NoPurchase,0,,,1700,AAC KOKI
DCM023-000-NEW,RETIRED.....C2 Slide insert C2-2,NoPurchase,0,,,1186.93,AAC KOKI
DCM025-000-NEW,RETIRED.....C2 Slide insert C2-3 (MCOATM);,NoPurchase,0,,,1029.41,AAC KOKI
DCM026,RETIRED.....C2 SLIDE INSERT C2-4,Inactive,0,,,910,AAC KOKI
DCM026-83-NEW,RETIRED.....C2 Slide insert C2-4,NoPurchase,0,,,788.43,AAC KOKI
DCM028,RETIRED.....C2 SLIDE INSERT C2-5,Inactive,0,,,832,AAC KOKI
DCM028-A79-NEW,RETIRED.....C2 Slide insert C2-5,NoPurchase,0,,,683.59,AAC KOKI
DCM030-000-NEW,RETIRED.....C2 Slide insert C2-6,NoPurchase,0,,,651.09,AAC KOKI
DCM032-000-NEW,RETIRED.....C2 Slide insert C2-7,NoPurchase,0,,,670.79,AAC KOKI
DCM034-000-NEW,"RETIRED.....Cylinder joint C1, C4",NoPurchase,0,,,140.49,AAC KOKI
DCM036-000-NEW,RETIRED.....Cylinder joint C2,NoPurchase,0,,,349.8,AAC KOKI
DCM038-000-NEW,RETIRED.....Cylinder joint C3,NoPurchase,0,,,185,AAC KOKI
DCM039-000-NEW,RETIRED.....Cylinder joint C5,NoPurchase,0,,,527,AAC KOKI
DCM043-000-NEW,RETIRED.....Movable core pin AD2-1~AD2-2,NoPurchase,0,,,49.8,AAC KOKI
DCM045-000-NEW,RETIRED.....Movable core pin AD3,NoPurchase,0,,,49.8,AAC KOKI
DCM047-000-NEW,RETIRED.....Movable core pin AD4,NoPurchase,0,,,49.8,AAC KOKI
DCM049-000-NEW,RETIRED.....Movable core pin AD5-1~AD5-2,NoPurchase,0,,,49.8,AAC KOKI
DCM051-000-NEW,RETIRED.....Movable core pin AD6-3,NoPurchase,0,,,49.8,AAC KOKI
DCM066-000-NEW,RETIRED.....Stationary core pin BD4,NoPurchase,0,,,63.83,AAC KOKI
