Date,Plant,Shift,Machine Number,Part Description,Die Number,Die Related Downtime Reason,Die Related Downtime Minutes,Die Related Downtime Notes,DRD DT Description,DRD Start Time,DRD Stop Time
5-Apr-24,AAC Plant 2,1,2250-4,946F Crankcase DC,6,L/S Issue,60,c-3 insert pto; l/s bar came off,Die Related,03:30 PM,04:30 PM
5-Apr-24,AAC Plant 2,1,2250-4,946F Crankcase DC,6,L/S Issue,-60,,,,
5-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,15,polish,Die Related,04:15 PM,04:30 PM
5-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,20,excessive galling on core pin m/s,Die Related,07:05 AM,07:25 AM
5-Apr-24,AAC Plant 2,1,2250-7,"103E Oil Pan, No. 1  DC",1,L/S Issue,60,core 4 l/s fault,Die Related,04:00 PM,05:00 PM
5-Apr-24,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Dimensional(Die),370,broke pin m/s face; call dm pull die,Die Related,09:30 AM,03:40 PM
5-Apr-24,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,L/S Issue,45,c-1 l/s NG; call dm,Die Related,04:15 PM,05:00 PM
5-Apr-24,AAC Plant 2,1,2250-9,984F Crankcase DC,5,Die Polish,20,carrover over polish 4s+d,Die Related,11:30 AM,11:50 AM
5-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Die Polish,20,chunkout in flow window c-4,Die Related,06:45 AM,07:05 AM
5-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Stuck part(Die),5,biscuit stuck to c-5,Die Related,02:35 PM,02:40 PM
5-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Hydraulic Issue (Die),55,hyd leak,Die Related,05:40 AM,06:35 PM
5-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Die Polish,45,ng e-polish,Die Related,01:15 AM,02:00 AM
5-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Stuck part(Die),10,stuck runner fitted areas on runner area ss,Die Related,12:10 AM,12:20 AM
5-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Stuck part(Die),10,stuck runner,Die Related,07:20 AM,07:30 AM
5-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Die Polish,20,e-polish qc req,Die Related,03:00 AM,03:20 AM
5-Apr-24,AAC Plant 2,2,2250-12,LB01 TM Case DC,1,Vacuum (Die),120,sensor vac fault,Die Related,11:30 AM,01:30 AM
5-Apr-24,AAC Plant 2,2,2250-12,LB01 TM Case DC,1,Hydraulic Issue (Die),125,hyd leak c3 bad fitting,Die Related,07:05 PM,09:10 AM
5-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Dimensional(Die),20,low spot ss,Die Related,08:20 AM,08:40 AM
5-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,30,ng die repair,Die Related,06:30 AM,07:00 AM
5-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,11,Die Chip/Crack,60,die chip ss,Die Related,03:00 AM,04:00 AM
5-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Water Leak,30,pwc fault/ng line,Die Related,02:55 AM,03:25 AM
5-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Chip/Crack,60,shut down qc req die chip on c1n,Die Related,05:40 AM,06:40 AM
5-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Die Polish,20,shut down /qc req for e-polish,Die Related,02:15 AM,02:35 AM
5-Apr-24,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Die Polish,40,shut down /qc req for e-polish,Die Related,07:20 PM,08:00 PM
5-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Water Leak,15,pwc fault /broke pin ms main core,Die Related,01:15 AM,01:30 AM
5-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,5,Die Chip/Crack,95,P/I req die chip repair / c3,Die Related,05:50 AM,07:25 AM
5-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,1,Die Polish,25,e-polish,Die Related,03:20 AM,03:45 AM
5-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Die Polish,16,e-polish,Die Related,06:01 AM,06:17 AM
5-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,3,Die Polish,17,e-polish,Die Related,08:38 AM,08:55 AM
5-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,13,Die Polish,31,e-polish per pi/galling,Die Related,03:27 AM,03:58 AM
5-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,13,Water Leak,22,water leak /ng fitting,Die Related,11:48 AM,12:10 AM
6-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,35,"core 4 l/s fault and stuck part, called dm",,08:10 AM,08:45 AM
6-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,-35,,,,
6-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,25,"die chip repair, qc request",Die Related,03:35 PM,04:00 PM
6-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Die Polish,20,"shut down drag mark s/s, check water on s/s and reclamp die",Die Related,09:55 AM,10:15 AM
6-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Die Polish,25,shut down drag mark s/s epolish,Die Related,09:20 AM,09:45 AM
6-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Flash Out,10,"flashout on startup, around m/s vacuum",Die Related,08:50 AM,09:00 AM
6-Apr-24,AAC Plant 2,1,2250-7,"103E Oil Pan, No. 1  DC",1,L/S Issue,35,c-4 l/s flt; stuck part,Die Related,08:10 AM,08:45 AM
6-Apr-24,AAC Plant 2,1,2250-7,"103E Oil Pan, No. 1  DC",1,L/S Issue,35,core 4 l/s fault and stuck part,Die Related,08:10 AM,08:45 AM
6-Apr-24,AAC Plant 2,1,2250-7,"103E Oil Pan, No. 1  DC",1,L/S Issue,-35,,,,
6-Apr-24,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Cavity Damage,285,carryover; wait on die,Die Related,05:20 AM,09:25 AM
6-Apr-24,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Water Flow (Die),10,water line came off,Die Related,01:00 PM,01:10 PM
6-Apr-24,AAC Plant 2,1,2250-8,G300 TRANSMISSION CASE DC,4,Water Flow (Die),10,out going water line came off,,01:00 PM,01:10 PM
6-Apr-24,AAC Plant 2,1,2250-8,G300 TRANSMISSION CASE DC,4,Water Flow (Die),-10,,,,
6-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,1,Water Leak,10,"water leak, m/s main line came off, repaired",Die Related,12:10 PM,12:20 PM
6-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,1,Die Polish,15,"epolish, powder build up on c3, polished",Die Related,06:40 AM,06:55 AM
6-Apr-24,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Die Polish,15,"epolish, chunkout in c4 flow window, polished and check powder coverage",Die Related,06:55 AM,07:10 AM
6-Apr-24,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,13,Flash Out,17,flash between A & B called dm,Die Related,03:03 PM,03:20 PM
6-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Flash Out,50,"flash out / ms, ss",Die Related,10:00 AM,10:50 AM
6-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,11,Die Chip/Crack,55,die chips #8,Die Related,08:50 AM,09:45 AM
6-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Vacuum (Die),255,shut down for cond check /cold shot/water leak,Die Related,05:55 AM,10:10 AM
6-Apr-24,AAC Plant 2,2,2250-7,"103E Oil Pan, No. 1  DC",1,Stuck part(Die),10,stuck part,Die Related,10:25 AM,10:35 AM
6-Apr-24,AAC Plant 2,2,2250-7,"103E Oil Pan, No. 1  DC",1,Cavity Damage,90,broke pin,Die Related,01:20 AM,02:50 AM
6-Apr-24,AAC Plant 2,2,2250-7,"103E Oil Pan, No. 1  DC",1,Die Polish,15,e-polish,Die Related,07:30 AM,07:45 AM
6-Apr-24,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Die Polish,45,e-polish /pi req,Die Related,06:50 AM,07:35 AM
6-Apr-24,AAC Plant 2,2,800-1,908K Center Support DC,1,Flash Out,130,s/s flashed through a/b,Die Related,05:15 AM,07:25 PM
6-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Hydraulic Issue (Die),156,hyd leak /ss powder pin bot,Die Related,06:03 AM,08:39 PM
6-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Water Leak,20,water leak /ss water lines,Die Related,08:43 PM,09:03 AM
7-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Die Polish,35,epolish,Die Related,07:50 AM,08:25 AM
7-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Cavity Damage,5,"vac vault, runner stuck to die",Die Related,08:30 AM,08:35 AM
7-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Cavity Damage,30,"vac fault runner stuck on die, called dm",Die Related,08:45 AM,09:15 AM
7-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Vacuum (Die),135,"vac fault, called maint check wires, pull s/s dm replaced sensor brake wires on die",Die Related,10:00 AM,12:15 PM
7-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Cavity Damage,55, die chip m/s called dm,,01:30 PM,02:25 PM
7-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Stuck part(Die),10,"vac fault, vac runner fell in s/s",,12:05 PM,12:15 PM
7-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",3,Flash Out,15,"C-1 insert process time over, piece of runner stuck behind C1, cleared runner from C1",,12:00 AM,12:15 AM
7-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,90,"die chip s/s, dm still working on die chip",,03:00 AM,04:30 AM
7-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,11,L/S Issue,35,"core 2 l/s fault, c2 not reading insert called dm",,03:25 AM,04:00 AM
7-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,11,L/S Issue,25,"core 2 l/s fault, c2 not reading insert called dm",,04:05 AM,04:30 AM
7-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,30,"qc requested epolish on s/s and m/s, polish both sides",,06:15 PM,06:45 PM
7-Apr-24,AAC Plant 2,2,2250-7,"103E Oil Pan, No. 1  DC",1,Die Polish,25,epolish per qc,,05:40 PM,06:05 PM
7-Apr-24,AAC Plant 2,2,2250-7,"103E Oil Pan, No. 1  DC",1,Cavity Damage,60,"die chip s/s, called dm",,11:45 PM,12:45 AM
8-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Stuck part(Die),60,"vacuum fault, runner left over, called maint and dm to investigate",,03:45 PM,04:45 PM
8-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",3,Cavity Damage,20,"extractor fault, broke ejector pin caused extractor fault, called dm,",,06:20 AM,06:40 AM
8-Apr-24,AAC Plant 2,1,2250-1,946F Crankcase DC,15,Cavity Damage,90,"carryover, sprue bushing repair",,11:30 AM,01:00 PM
8-Apr-24,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Stuck part(Die),40,"stuck part, C1 did not read return, called dm, l/s bar bent",,03:05 PM,03:45 PM
8-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,4,Stuck part(Die),20,"vac fault, runner sticking, called dm removed undercut",,09:15 AM,09:35 AM
8-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,4,Stuck part(Die),20,"vac fault, runner sticking",,05:40 AM,06:00 AM
8-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,30,"n/g die repair, called dm",,03:05 PM,03:35 PM
8-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,14,L/S Issue,20,"core 2 l/s fault, loose l/s wire, called dm",,03:25 PM,03:45 PM
8-Apr-24,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,2,Flash Out,50,"flashout, called dm",,12:50 PM,01:40 PM
8-Apr-24,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,30,epolish drag mark s/s called dm,,04:30 PM,05:00 PM
8-Apr-24,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,35,"epolish behind C4, called dm",,02:50 PM,03:25 PM
8-Apr-24,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,35,"drag mark s/s side wall, called dm",,07:40 AM,08:15 AM
8-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Flash Out,10,"tonnage fault, too high (100) lowered 85",,03:20 PM,03:30 AM
8-Apr-24,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,12,Stuck part(Die),30,"stuck part, ejector plate not reading, called dm",,06:22 AM,06:52 AM
8-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Water Leak,90,s/s powercool leak,Die Related,02:10 AM,03:40 AM
8-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Cavity Damage,25,c-2 core pin to short backed out,Die Related,01:45 AM,02:10 AM
8-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Stuck part(Die),15,small die ships runner area s/s,Die Related,11:30 PM,11:45 PM
8-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Die Polish,25,heavy galling,Die Related,07:05 PM,07:30 PM
8-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Die Polish,55,shrinkage crack on c-1,Die Related,02:00 AM,02:55 AM
8-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,4,Die Polish,60,shrinkage crack and heavy galling,Die Related,03:45 AM,04:45 AM
8-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,10,Flash Out,35,c-1 s/s,Die Related,01:00 AM,01:35 AM
8-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,130,n/g die repair,Die Related,05:25 PM,07:35 PM
8-Apr-24,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Cavity Damage,230,n/g die repair,Die Related,08:30 PM,12:20 AM
8-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,11,L/S Issue,40,c-2 loading return faulting out,Die Related,06:40 PM,07:20 PM
8-Apr-24,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,4,Die Polish,30,qc request,Die Related,01:25 AM,01:55 AM
8-Apr-24,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,4,Die Polish,55,qc request for e-polish,Die Related,05:35 PM,06:30 PM
8-Apr-24,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,4,Die Polish,25,qc request,Die Related,09:20 PM,09:45 PM
8-Apr-24,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,2,Die Polish,20,qc request,Die Related,06:30 PM,06:50 PM
8-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,55,e-polish,Die Related,06:10 PM,07:05 PM
8-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,15,dm continued e-polish,Die Related,09:55 PM,10:10 PM
8-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,55,e-polish,Die Related,02:45 AM,03:40 AM
8-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,25,ng e-polish c-2,Die Related,11:00 PM,11:25 PM
8-Apr-24,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Stuck part(Die),65,stuck partial c-2,Die Related,03:40 AM,04:45 AM
8-Apr-24,AAC Plant 2,2,2250-9,984F Crankcase DC,5,Die Chip/Crack,30,chuck out m/s main core and die chip,Die Related,01:05 AM,01:35 AM
8-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Die Polish,19,drag mark m/s metal saver,Die Related,06:41 PM,07:00 PM
8-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Die Polish,14,powder build up drag mark,Die Related,06:02 PM,06:16 PM
8-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Die Polish,1,drag mark m/s metl saver,Die Related,08:05 PM,08:17 PM
8-Apr-24,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,10,L/S Issue,60,l/s ng,Die Related,09:20 PM,10:20 PM
8-Apr-24,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Polish,10,powered build up qr code,Die Related,12:43 AM,12:53 AM
8-Apr-24,AAC Plant 2,2,9024,914K Transaxle Case,2,Flash Out,-16,,,,
9-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Cavity Damage,30,"die chip repair, ng die chip on C1, called dm",,12:45 PM,01:15 PM
9-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Die Polish,15,"epolish, qc request",,08:40 AM,08:55 AM
9-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Cavity Damage,45,"die chip repair, qc request, 2 die chip on C1, called dm",,01:50 PM,02:35 PM
9-Apr-24,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Die Chip/Crack,25,"drag mark oil filter bracket, call dm",,05:30 AM,05:55 AM
9-Apr-24,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Die Polish,10,carry over 4S&D,,10:55 AM,11:05 AM
9-Apr-24,AAC Plant 2,1,2250-11,LB01 TM Case DC,2,L/S Issue,20,"C3 LS n/g not reading, called dm",,09:45 AM,10:05 AM
9-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,10,Die Polish,15,carry over 4S&D,,03:00 PM,03:15 PM
9-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,10,Flash Out,10,"ulr fault small bisc, flashout around C1",,12:10 PM,12:20 PM
9-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,10,Hydraulic Issue (Die),40,hyd hose busted C1 called dm,,10:00 AM,10:40 AM
9-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,10,Die Chip/Crack,45,die chip repair call dm,,09:00 AM,09:45 AM
9-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Die Polish,30,epolish,,11:45 AM,12:15 PM
9-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Die Polish,20,epolish qc request,,01:05 PM,01:25 PM
9-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Die Polish,15,"carry over 4S&D, shot blast shot recovery clogged",,03:00 PM,03:15 PM
9-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Flash Out,10,die locking force,,08:55 AM,09:05 AM
9-Apr-24,AAC Plant 2,1,2250-2,908K TAH AWD DC,1,Flash Out,15,"die locking force, clean metal off bottom of s/s, lowered tonnage",,06:20 AM,06:35 AM
9-Apr-24,AAC Plant 2,1,2250-4,984F Crankcase DC,7,Die Polish,15,"carry over 4S&D, tech working on other machine",,11:30 AM,11:45 AM
9-Apr-24,AAC Plant 2,1,2250-4,984F Crankcase DC,7,Die Polish,25,"epolish, drag mark on C3",,07:05 AM,07:30 AM
9-Apr-24,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Stuck part(Die),85,carry over stuck part C2,,05:00 AM,06:25 AM
9-Apr-24,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Chip/Crack,55,die chip,,03:35 PM,04:30 PM
9-Apr-24,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Flash Out,15,"flashout, broken cone, cleaned die face",,09:00 AM,09:15 AM
9-Apr-24,AAC Plant 2,1,800-1,908K Center Support DC,3,Cavity Damage,100,"thick flash on C3 and C4, called dm",,02:50 PM,04:30 PM
9-Apr-24,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,12,Stuck part(Die),25,"stuck part, cycle over, called dm",,08:00 AM,08:25 AM
9-Apr-24,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Polish,20,"epolish, powder build up on QR code and center hub, polished and brushed areas",,06:50 AM,07:10 AM
9-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Cavity Damage,50,n/g die repair c-1,Die Related,11:30 PM,12:20 AM
9-Apr-24,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Cavity Damage,70,n/g die repair c-1,Die Related,07:40 PM,08:50 PM
9-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,2,Die Polish,40,e-polish c-1/c-2/c-3 qc request,Die Related,09:05 PM,09:45 PM
9-Apr-24,AAC Plant 2,2,2250-11,LB01 TM Case DC,2,Die Chip/Crack,70,die chip s/s flow window,Die Related,02:25 AM,03:35 AM
9-Apr-24,AAC Plant 2,2,2250-12,LB01 TM Case DC,1,Stuck part(Die),20,c-3 l/s hit by hydraulic hose,Die Related,03:00 AM,03:20 AM
9-Apr-24,AAC Plant 2,2,2250-12,LB01 TM Case DC,1,Die Chip/Crack,55,die repair s/s diamond j clip area,Die Related,02:00 AM,02:55 AM
9-Apr-24,AAC Plant 2,2,2250-12,LB01 TM Case DC,1,Die Chip/Crack,25,ng die chip repair,Die Related,04:20 AM,04:45 AM
9-Apr-24,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,11,L/S Issue,25,core 2 l/s fault,,07:05 AM,07:30 AM
9-Apr-24,AAC Plant 2,2,2250-2,908K TAH AWD DC,1,Die Polish,30,e-polish on s/s and m/s,Die Related,03:30 AM,04:00 AM
9-Apr-24,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,4,Dimensional(Die),25,drag mark on s/s,Die Related,12:05 AM,12:30 AM
9-Apr-24,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,4,Die Polish,55,qc request,Die Related,06:35 PM,07:30 PM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,30,e-polish c-4,Die Related,03:25 PM,03:55 PM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Chip/Crack,80,die chip s/s,Die Related,01:15 AM,02:35 AM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Chip/Crack,65,stuck partial c-3,Die Related,05:25 PM,06:30 PM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Chip/Crack,25,ng stuck partial removal,Die Related,06:40 PM,07:05 PM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,35,drag mark c-3,Die Related,07:10 PM,07:45 PM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Hydraulic Issue (Die),30,dm continued polish,Die Related,12:00 AM,12:30 AM
9-Apr-24,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Polish,30,ng e-polish c-4,Die Related,04:05 AM,04:35 AM
9-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Stuck part(Die),14,die open t/o,Die Related,09:24 PM,09:38 PM
9-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Stuck part(Die),13,c-1 bleeding off,Die Related,12:14 AM,12:27 AM
9-Apr-24,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,12,Stuck part(Die),35,c-1 bleeding off found n/g hyd fitting c-4,Die Related,12:32 AM,01:07 AM
10-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,70,"die chip repair, die chip C1, stop call wait on QE for good/ NG confirmation called dm, dm has a schedule meeting",,02:20 PM,03:30 PM
10-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,25,"drag mark on main core die chip on C1 ng die repair, called QE for good ng confirmation",,03:50 PM,04:15 PM
10-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Die Polish,15,"preshift polish, polished c1 and c3 before startup",,05:15 AM,05:30 AM
10-Apr-24,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,45,broke pin on C2,,12:35 PM,01:20 PM
10-Apr-24,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Water Leak,45,"leaking sprue bushing, called dm,",,12:15 PM,01:00 PM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Die Chip/Crack,65,die chip on C2 called dm,,02:30 PM,03:35 PM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Water Leak,405,"water leak C3, pull M/S for repair",,05:45 AM,12:30 PM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Cavity Damage,45,"ng die repair, carry over",,05:00 AM,05:45 AM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Die Chip/Crack,95,ng die chip s/s v area,,03:35 PM,05:00 PM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Cavity Damage,-45,,,,
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Die Chip/Crack,-160,,,,
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Water Leak,-405,,,,
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Die Chip/Crack,45,ground down high area according to scan,Die Related,05:00 AM,05:45 AM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Die Chip/Crack,65,die chip on C2,Die Related,02:30 PM,03:35 PM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Water Leak,405,water leak C3,Die Related,05:45 AM,12:00 PM
10-Apr-24,AAC Plant 2,1,2250-12,LB01 TM Case DC,1,Die Chip/Crack,95,NG die chip repair,Die Related,03:35 PM,05:00 PM
10-Apr-24,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,10,Die Polish,15,carry over 4 S&D,,03:00 PM,03:15 PM
10-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Die Polish,15,carry over 4S&D,,03:00 PM,03:15 PM
10-Apr-24,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,11,Vacuum (Die),215,"flash thru vacuum block call dm, change metal sensor and rplaced broke air fitting to ej ball locks on HB",,06:50 AM,10:25 AM
