Date,Plant,Shift,Machine Number,Part Description,Die Number,Die Related Downtime Reason,Die Related Downtime Minutes,Die Related Downtime Notes,DRD DT Description,DRD Start Time,DRD Stop Time
15-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Vacuum (Die),10,vac fault runner stuck to ss,Die Related,10:50 PM,11:00 AM
15-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,L/S Issue,65,c2 ls fault,Die Related,07:45 PM,08:50 PM
15-May-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Stuck part(Die),30,stuck part,Die Related,12:00 AM,12:30 AM
16-May-23,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Vacuum (Die),60,vac cylinder leaking hyd 1,Die Related,08:30 AM,09:30 AM
16-May-23,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Cavity Damage,35,sticking runner on ss,Die Related,01:15 PM,01:50 PM
16-May-23,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Vacuum (Die),105,stuck fault sensor break,Die Related,10:00 AM,11:45 AM
16-May-23,AAC Plant 2,1,2250-1,946F Crankcase DC,7,Flash Out,15,ulr fault small bisc,Die Related,09:45 AM,10:00 AM
16-May-23,AAC Plant 2,1,2250-1,946F Crankcase DC,7,Water Flow (Die),25,date stamp stuck,Die Related,05:15 AM,05:40 AM
16-May-23,AAC Plant 2,1,2250-1,946F Crankcase DC,7,Flash Out,50,carry over flash out,Die Related,11:00 AM,11:50 AM
16-May-23,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Water Leak,95,pulled ms,Die Related,07:10 AM,08:45 AM
16-May-23,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Water Leak,95,die changhe,Die Related,10:25 AM,12:00 PM
16-May-23,AAC Plant 2,1,2250-10,946F Crankcase DC,14,Vacuum (Die),10,vac fault,Die Related,05:20 AM,05:30 AM
16-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Water Leak,70,water leak,Die Related,08:30 AM,09:40 AM
16-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Stuck part(Die),25,stuck part,Die Related,12:30 PM,12:55 PM
16-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Vacuum (Die),270,ng vac sensor,Die Related,05:00 AM,09:30 AM
16-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Flash Out,10,small bisc,Die Related,05:20 AM,05:30 AM
16-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Stuck part(Die),15,thick flash,Die Related,11:20 AM,11:35 AM
16-May-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Die Polish,30,e-polish,Die Related,08:05 AM,08:35 AM
16-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,4,Cavity Damage,75,broke pin die change,Die Related,09:35 AM,10:50 AM
16-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Stuck part(Die),20,broke bisc sprue core,Die Related,08:05 AM,08:25 AM
16-May-23,AAC Plant 2,1,2250-6,946F Crankcase DC,8,Flash Out,20,ulr flash out,Die Related,11:40 AM,12:00 PM
16-May-23,AAC Plant 2,1,2250-6,946F Crankcase DC,8,Die Chip/Crack,60,die chip,Die Related,06:20 AM,07:20 AM
16-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Polish,25,chuck out c4,Die Related,08:25 AM,08:50 AM
16-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),0,scheduled die change,Die Related,05:00 AM,06:35 AM
16-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Water Flow (Die),5,cooling water fault,Die Related,11:45 AM,11:50 AM
16-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,35,e-polish qc,Die Related,08:40 AM,09:15 AM
16-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Stuck part(Die),10,bisc stuck c1,Die Related,05:15 AM,05:25 AM
16-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Die Polish,15,e-polish,Die Related,08:43 AM,08:58 AM
16-May-23,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Vacuum (Die),75,vac fault vlave not read,Die Related,11:05 PM,12:20 AM
16-May-23,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Stuck part(Die),35,stuck piece ms main core,Die Related,01:35 AM,02:10 AM
16-May-23,AAC Plant 2,2,2250-10,946F Crankcase DC,9,Die Chip/Crack,45,shut down qc req die chip ms main core,Die Related,06:00 PM,06:45 PM
16-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Cavity Damage,120,broke pin,Die Related,05:35 PM,07:35 PM
16-May-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Flash Out,15,die close pto /flash,Die Related,01:00 AM,01:15 AM
16-May-23,AAC Plant 2,2,2250-4,984F Crankcase DC,3,Water Leak,80,water leak broke pin,Die Related,03:25 AM,04:45 AM
16-May-23,AAC Plant 2,2,2250-4,984F Crankcase DC,3,Water Leak,20,water leak water line to sleeve,Die Related,01:30 AM,02:50 AM
16-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,25,e-polish,Die Related,08:05 PM,08:30 PM
16-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Vacuum (Die),30,vac fault runner stickinmg,Die Related,12:15 AM,12:45 AM
16-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Vacuum (Die),35,vac fault,Die Related,12:50 AM,01:25 AM
16-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Chip/Crack,55,shut down qc req die chip ms c3,Die Related,01:45 AM,02:40 AM
17-May-23,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Stuck part(Die),35,stuck bisc,Die Related,07:10 AM,07:45 AM
17-May-23,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Water Leak,60,hyd leak c1,Die Related,02:30 PM,03:30 PM
17-May-23,AAC Plant 2,1,2250-1,946F Crankcase DC,13,L/S Issue,100,carry over c2 ls fault,Die Related,05:15 AM,06:55 AM
17-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,20,e-polish,Die Related,03:25 PM,03:45 PM
17-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,45,die chip indention,Die Related,06:15 AM,07:00 AM
17-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,15,servo fault thick flash c3,Die Related,07:50 AM,08:05 AM
17-May-23,AAC Plant 2,1,2250-2,908K TAH FWD DC,1,Hydraulic Issue (Die),40,hyd leak on trim die,Die Related,12:35 PM,01:15 PM
17-May-23,AAC Plant 2,1,2250-2,908K TAH FWD DC,1,Hydraulic Issue (Die),-40,,,,
17-May-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Hydraulic Issue (Die),40,hyd leak on trim,Die Related,12:35 PM,01:15 PM
17-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,4,Cavity Damage,195,carry over die change,Die Related,05:00 AM,08:15 AM
17-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Die Chip/Crack,40,die chip,Die Related,09:40 AM,10:20 AM
17-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Dimensional(Die),60,die change due to thick flash,Die Related,11:10 AM,12:10 PM
17-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Water Leak,20,water leak,Die Related,03:50 PM,04:10 PM
17-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),45,ulr stuck,Die Related,01:00 PM,01:45 PM
17-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),25,stuck part safety fence,Die Related,12:30 PM,12:55 PM
17-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),10,stuck part,Die Related,11:30 AM,11:40 AM
17-May-23,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Stuck part(Die),20,c3 ls,Die Related,11:40 AM,12:00 PM
17-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Hydraulic Issue (Die),70,hyd leak in hose c1,Die Related,05:50 AM,07:00 AM
17-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,35,e-polish,Die Related,05:15 AM,05:50 AM
17-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Vacuum (Die),85,flashed through vac block,Die Related,02:45 PM,04:10 PM
17-May-23,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Flash Out,20,flash out,Die Related,12:10 AM,12:30 AM
17-May-23,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Vacuum (Die),10,vac fualt,Die Related,08:00 PM,08:10 PM
17-May-23,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Die Polish,30,e-polish,Die Related,07:30 PM,08:00 PM
17-May-23,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Die Polish,30,e-polish drag mark,Die Related,05:45 PM,06:15 PM
17-May-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Stuck part(Die),60,stuck part flash c1,Die Related,11:40 PM,12:40 AM
17-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Cavity Damage,60,broke pin c3 ms,Die Related,11:45 PM,12:45 AM
17-May-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Die Polish,25,e-polish,Die Related,08:05 AM,08:30 AM
17-May-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Die Polish,25,e-polish c1 heavy galling,Die Related,08:00 PM,08:25 PM
17-May-23,AAC Plant 2,2,2250-6,946F Crankcase DC,8,Cavity Damage,25,shut down drag mark,Die Related,12:25 AM,12:50 AM
17-May-23,AAC Plant 2,2,2250-6,946F Crankcase DC,8,Date Stamp-DRD,45,stuck date stamp,Die Related,05:15 PM,06:00 PM
17-May-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Stuck part(Die),45,stuck part nitro low to cores,Die Related,08:10 PM,08:55 PM
17-May-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,20,e-polish build up on ss c1 c4,Die Related,05:15 PM,05:35 PM
17-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Die Chip/Crack,40,die chip drag mark on A cavity,Die Related,07:30 PM,08:10 PM
17-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Die Chip/Crack,80,die chi p,Die Related,06:00 PM,07:20 PM
18-May-23,AAC Plant 2,1,2250-10,946F Crankcase DC,9,Vacuum (Die),20,vac fault vac runner stuck on ms,Die Related,03:30 PM,03:50 PM
18-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,70,die chip pn c1,Die Related,03:05 PM,04:15 PM
18-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,10,die chip,Die Related,02:30 PM,02:40 PM
18-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Polish,20,e-polish c3,Die Related,09:00 AM,09:20 AM
18-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Water Flow (Die),30,die chi p,Die Related,09:35 AM,10:05 AM
18-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Flash Out,20,ulr fault,Die Related,09:20 AM,09:40 AM
18-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,15,servo fault thick flash,Die Related,12:10 PM,12:25 PM
18-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,15,servo fault,Die Related,12:35 PM,12:50 PM
18-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Flash Out,20,bad product flashed out,Die Related,02:15 AM,02:35 AM
18-May-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Water Leak,120,die change pull die 3 set 2,Die Related,08:00 AM,10:00 AM
18-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Vacuum (Die),60,vac water leak vac block,Die Related,01:00 PM,02:00 PM
18-May-23,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Die Chip/Crack,40,chuck out on c3 die chip,Die Related,01:45 PM,02:25 PM
18-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,65,drag mark on part e-polish,Die Related,10:25 AM,11:30 AM
18-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Vacuum (Die),10,vac runner stuck on ss,Die Related,02:20 PM,02:30 PM
18-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,L/S Issue,20,c3 process insert over,Die Related,02:00 AM,02:20 AM
18-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Flash Out,10,flashed out,Die Related,06:55 AM,07:05 AM
18-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Die Polish,15,e-polish,Die Related,04:15 PM,04:30 PM
18-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Die Polish,23,e-polish drag marks on bolt boss,Die Related,09:05 AM,09:28 AM
18-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,55,ng core pin ng ls,Die Related,08:10 PM,09:05 PM
18-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,50,c1 ls fault leak ss,Die Related,06:10 PM,07:00 PM
18-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,Water Flow (Die),25,pwr ng cool,Die Related,05:15 PM,05:40 PM
18-May-23,AAC Plant 2,2,2250-10,946F Crankcase DC,9,Die Chip/Crack,50,die chip repair,Die Related,06:10 PM,07:00 PM
18-May-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Die Polish,35,e-polish c3 galling,Die Related,12:15 AM,12:50 AM
18-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,75,die chip c2 chunk out,Die Related,03:30 AM,04:45 AM
19-May-23,AAC Plant 2,1,2250-10,946F Crankcase DC,9,Cavity Damage,205,broke insert on ms machine die change,Casting Process/Equipment,06:20 AM,09:45 AM
19-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,20,servo fault,Die Related,05:40 AM,06:00 AM
19-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,50,servo fault,Die Related,08:20 AM,09:10 AM
19-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,120,servo fault,Die Related,06:10 AM,08:10 AM
19-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Flash Out,15,ulr fault thick flash,Die Related,05:20 AM,05:35 AM
19-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,6,Auto Exchange(Die),55,servo fault die change,Die Related,12:50 PM,01:45 PM
19-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,5,Die Polish,25,e--polish,Die Related,08:20 AM,08:45 AM
19-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,5,Die Polish,15,drag marks on bolt boss,Die Related,01:00 PM,01:15 PM
19-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Water Leak,55,die change die 7 broke pin c2,Die Related,05:45 AM,06:40 AM
19-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Water Leak,10,water leak,Die Related,05:35 AM,05:45 AM
19-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Water Leak,30,crack pin on ss,Die Related,11:30 AM,12:00 PM
19-May-23,AAC Plant 2,1,2250-6,946F Crankcase DC,8,Vacuum (Die),125,flash out thru vac block,Die Related,07:35 AM,09:30 AM
19-May-23,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,Flash Out,10,small bisc flash out,Die Related,12:50 PM,01:00 PM
19-May-23,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,L/S Issue,10,core 4 ls fault,Die Related,08:45 AM,08:55 AM
19-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Water Flow (Die),40,dm checking water flow,Die Related,09:00 AM,09:40 AM
19-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,60,e-polish,Die Related,05:15 AM,06:15 AM
19-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,30,e-polish,Die Related,08:30 AM,09:00 AM
19-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,L/S Issue,15,c2 ls fault,Die Related,07:50 AM,08:05 AM
19-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,L/S Issue,10,c2 ls fault,Die Related,07:10 AM,07:20 AM
19-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,L/S Issue,25,c2 ls fault,Die Related,08:25 AM,08:50 AM
19-May-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Water Leak,115,die change water leak,Die Related,01:48 PM,03:43 PM
19-May-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Water Leak,28,water leak,Die Related,03:22 PM,03:50 PM
19-May-23,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,L/S Issue,25,c2 ls ng,Die Related,07:30 PM,07:55 PM
19-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Cavity Damage,170,pulling ms for repair,Die Related,08:40 PM,11:30 PM
19-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Water Flow (Die),10,water flow fault,Die Related,12:15 AM,12:25 AM
19-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Water Flow (Die),10,water flow pwc pin break detect,Die Related,12:50 AM,01:00 AM
19-May-23,AAC Plant 2,2,2250-4,984F Crankcase DC,5,Die Polish,35,drag mark,Die Related,05:25 PM,06:00 PM
19-May-23,AAC Plant 2,2,2250-6,946F Crankcase DC,8,Die Polish,20,e-polish,Die Related,05:15 AM,05:35 AM
19-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Other (Die),5,oil on parts,Die Related,01:30 AM,01:35 AM
20-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,11,Flash Out,10,small bisc flash out c 1,Die Related,01:40 PM,01:50 PM
20-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,11,Flash Out,40,stuck part flashout,Die Related,03:50 PM,04:30 PM
20-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,11,Stuck part(Die),35,stuck bolt boss c2,Die Related,06:40 AM,07:15 AM
20-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Dimensional(Die),60,bisc broke,Die Related,08:20 AM,09:20 AM
20-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,1,Dimensional(Die),10,bisc broke stuck part,Die Related,09:30 AM,09:40 AM
20-May-23,AAC Plant 2,1,2250-4,984F Crankcase DC,5,Water Leak,120,pwc fault stuck piece,Die Related,06:00 AM,08:00 AM
20-May-23,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,4,Hydraulic Issue (Die),30,hyd leak c3,Die Related,07:55 AM,08:25 AM
20-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Dimensional(Die),15,low ej pin,Die Related,02:40 PM,02:55 PM
20-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Die Chip/Crack,55,die chip repair,Die Related,06:25 AM,07:20 AM
20-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Die Polish,15,e-polish,Die Related,08:20 AM,08:35 AM
20-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Die Polish,20,e-polish floor height,Die Related,08:50 AM,09:10 AM
20-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Die Polish,20,e-polish,Die Related,12:30 PM,12:50 PM
20-May-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Die Polish,40,e-polish,Die Related,06:10 AM,06:50 AM
20-May-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Stuck part(Die),40,stuck part die clamp fault,Die Related,06:40 PM,07:20 PM
20-May-23,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,3,Auto Exchange(Die),55,auto exchange g300tah 3 to 4,Die Related,09:40 AM,10:35 PM
20-May-23,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,4,Cavity Damage,30,shut down low ej pin,Die Related,12:25 AM,12:55 AM
20-May-23,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,4,Die Polish,30,shut down qc req,Die Related,05:55 PM,06:25 PM
20-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Other (Die),5,oil on parts,Die Related,01:30 AM,01:35 AM
20-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Other (Die),-5,,,,
22-May-23,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Stuck part(Die),65,c1 pto,Die Related,09:15 AM,10:20 AM
22-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Die Chip/Crack,50,die chip on c4,Die Related,05:40 AM,06:30 AM
22-May-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Stuck part(Die),25,stuck part,Die Related,06:05 AM,06:30 AM
22-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Cavity Damage,100,broke pin c3 die change,Die Related,09:05 AM,10:45 AM
22-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Stuck part(Die),20,stuck part,Die Related,06:55 AM,07:15 AM
22-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Stuck part(Die),30,stuck part,Die Related,05:40 AM,06:10 AM
22-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,10,Stuck part(Die),30,stuck part,Die Related,06:20 AM,06:50 AM
22-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,5,Flash Out,20,flash out,Die Related,10:50 AM,11:10 AM
22-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,6,Die Chip/Crack,45,die chip qe req,Die Related,07:40 AM,08:25 AM
22-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,6,Water Leak,20,water leak broke pin m/s,Die Related,03:00 PM,03:20 PM
22-May-23,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,6,Water Leak,55,die change,Die Related,03:20 PM,04:15 PM
22-May-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Water Flow (Die),5,out going line came off,Die Related,08:55 AM,09:00 AM
22-May-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Stuck part(Die),25,stuck part c3 not returning,Die Related,03:50 PM,04:15 PM
22-May-23,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Water Flow (Die),15,ng water flow,Die Related,05:45 AM,06:00 AM
22-May-23,AAC Plant 2,1,2250-9,881 Oil Pan DC,11,Die Chip/Crack,15,die chip,Die Related,04:00 PM,04:15 PM
22-May-23,AAC Plant 2,2,2250-1,946F Crankcase DC,13,Die Polish,15,e-polish c2,Die Related,05:15 PM,05:30 PM
22-May-23,AAC Plant 2,2,2250-10,946F Crankcase DC,11,Die Polish,35,carry over drag mark,Die Related,11:35 PM,12:10 AM
22-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Water Flow (Die),110,water flow out of spec,Die Related,05:40 AM,07:30 AM
22-May-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Die Chip/Crack,50,die chip ss,Die Related,05:55 PM,06:45 PM
22-May-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Cavity Damage,50,shut down chunk out,Die Related,08:25 PM,09:15 PM
22-May-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Cavity Damage,30,e-polish,Die Related,05:15 AM,05:45 AM
22-May-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Cavity Damage,70,shut down broke pin ms c2,Die Related,06:05 PM,08:15 PM
22-May-23,AAC Plant 2,2,2250-9,881 Oil Pan DC,11,Die Chip/Crack,45,die chip repair,Die Related,05:35 PM,06:20 PM
22-May-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Stuck part(Die),20,stuck part die open t/o,Die Related,02:30 AM,02:50 AM
23-May-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Cavity Damage,85,part breaking off bisc,Die Related,09:15 AM,10:40 AM
23-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,5,Stuck part(Die),35,stuck part,Die Related,09:45 AM,10:20 AM
23-May-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,5,Flash Out,20,servo fault thick flash,Die Related,11:20 AM,11:40 AM
23-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,L/S Issue,25,c1 ls,Die Related,11:35 AM,12:00 PM
23-May-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,3,Die Polish,60,e-polish,Die Related,05:25 AM,06:25 AM
23-May-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Die Polish,31,e-polish,Die Related,07:44 AM,08:15 AM
23-May-23,AAC Plant 2,1,800-1,908K Center Support DC,2,Die Polish,22,e-polish,Die Related,06:30 AM,06:52 AM
23-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,8,e-polish,Die Related,09:03 PM,09:11 PM
23-May-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,Die Polish,9,e-polish,Die Related,11:08 PM,11:17 PM
23-May-23,AAC Plant 2,2,2250-1,946F Crankcase DC,13,Die Polish,15,stuck part c2,Die Related,10:00 PM,10:15 PM
23-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Die Polish,10,die close t/o,Die Related,11:40 PM,11:50 PM
23-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Cavity Damage,220,pulled ms for repair,Die Related,12:20 AM,04:00 AM
23-May-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,14,Die Polish,10,die close t/o,Die Related,11:50 PM,12:00 AM
23-May-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Die Chip/Crack,70,die chip,Die Related,09:15 PM,10:25 PM
23-May-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,2,L/S Issue,10,c2 squeeze fault ls loose,Die Related,06:40 PM,06:50 PM
23-May-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,2,L/S Issue,35,sq 4 c2 fault,Die Related,08:10 PM,08:45 PM
23-May-23,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Polish,35,e-polish,Die Related,07:00 PM,07:35 PM
23-May-23,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Chip/Crack,50,shut down qc req,Die Related,07:45 PM,08:35 PM
23-May-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,Die Polish,30,e-polish,Die Related,01:00 AM,01:30 AM
