Date,Plant,Shift,Machine Number,Part Description,Die Number,Machine Related Downtime Reason,Machine Related Downtime Minutes,Machine Related Downtime Notes,MRD DT Description,MRD Start Time,MRD Stop Time
28-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,20,tp fault,Casting Process/Equipment,01:40 AM,02:00 AM
28-Mar-23,AAC Plant 2,2,2250-10,946F Crankcase DC,13,Unload Robot Mech,10,ulr fault faulted out at die,Casting Process/Equipment,07:50 PM,08:00 PM
28-Mar-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Unload Robot Mech,15,ulr fault,Casting Process/Equipment,09:05 PM,09:20 PM
28-Mar-23,AAC Plant 2,2,2250-13,G300 TA HOUSING FWD DC,6,Unload Robot Mech,15,ulr fault,Casting Process/Equipment,05:50 PM,06:05 PM
28-Mar-23,AAC Plant 2,2,2250-13,G300 TA HOUSING FWD DC,6,DC Mach Mech,20,abnormal plate move fault,Casting Process/Equipment,09:20 PM,09:40 PM
28-Mar-23,AAC Plant 2,2,2250-13,G300 TA HOUSING FWD DC,6,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,07:00 PM,07:10 PM
28-Mar-23,AAC Plant 2,2,2250-2,908K TAH AWD DC,3,Press/BSM Mech,15,jammed up in drop tray,Casting Process/Equipment,08:20 AM,08:35 AM
28-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Laser Etch-MRD,30,laser etch,Casting Process/Equipment,03:00 AM,03:30 AM
28-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Laser Etch-MRD,15,laser etch,Casting Process/Equipment,03:50 AM,04:05 AM
28-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,11:10 PM,11:20 PM
28-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Unload Robot Mech,10,ulr fsualt,Casting Process/Equipment,01:20 AM,01:30 AM
28-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Laser Etch-MRD,30,laser etch fault,Casting Process/Equipment,03:00 AM,03:30 AM
28-Mar-23,AAC Plant 2,2,2250-4,984F Crankcase DC,3,Press/BSM Mech,85,tp fault bisc catcher broke,Casting Process/Equipment,01:20 AM,02:45 AM
28-Mar-23,AAC Plant 2,2,2250-4,984F Crankcase DC,3,Press/BSM Mech,10, tp fault bisc stuck,Casting Process/Equipment,07:30 PM,07:40 PM
28-Mar-23,AAC Plant 2,2,2250-4,984F Crankcase DC,3,Press/BSM Mech,10, tp fault,Casting Process/Equipment,06:50 PM,07:00 PM
28-Mar-23,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,15,die close pto,Casting Process/Equipment,09:00 PM,09:15 PM
28-Mar-23,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,4,DC Mach Mech,15,dcm fault,Casting Process/Equipment,08:00 PM,08:15 PM
28-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,DC Mach Mech,75,part conveyor,Casting Process/Equipment,07:00 PM,08:15 PM
28-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,18,shot monitor fault,Casting Process/Equipment,12:20 AM,12:38 AM
28-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,15,shot monitor fault,Casting Process/Equipment,12:39 AM,12:54 AM
28-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,20,shot monitoring fault,Casting Process/Equipment,01:00 AM,01:20 AM
28-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,5,shot monitoring fault,Casting Process/Equipment,02:00 AM,02:05 AM
29-Mar-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,5,grease fault,Casting Process/Equipment,09:40 AM,09:45 AM
29-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Unload Robot Adjust,50,ulr fault,Casting Process/Equipment,05:40 AM,06:30 AM
29-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Press/BSM Mech,10,ulr fault,Casting Process/Equipment,09:50 AM,10:00 AM
29-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,15,small bisc,Casting Process/Equipment,12:10 PM,12:25 PM
29-Mar-23,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,8,Unload Robot Mech,20,ulr fault,Casting Process/Equipment,07:10 AM,07:30 AM
29-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Laser Etch-MRD,10,shut down laser etch door,Casting Process/Equipment,11:50 AM,12:00 PM
29-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,DC Mach Mech,10,shot fwd pto,Casting Process/Equipment,03:45 PM,03:55 PM
29-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,Ladle-MRD,15,bad product ladle miss pour,Casting Process/Equipment,07:55 AM,08:10 AM
29-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Press/BSM Mech,10,tp,Casting Process/Equipment,06:55 AM,07:05 AM
29-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Press/BSM Mech,10,ulr fault tp didnt dump bisc,Casting Process/Equipment,03:25 PM,03:35 PM
29-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,5,parts on tp,Casting Process/Equipment,07:20 AM,07:25 AM
29-Mar-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Ladle-MRD,5,bad prod build up on sleeve,Casting Process/Equipment,12:15 PM,12:20 PM
29-Mar-23,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,4,Unload Robot Mech,10,ulr small bisc,Casting Process/Equipment,10:10 AM,10:20 AM
29-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,2,Spray Robot Adjust,30,spray cycles,Casting Process/Equipment,05:15 AM,05:45 AM
29-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,DC Mach Mech,20,flash out switch fault,Casting Process/Equipment,02:40 PM,03:00 PM
29-Mar-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Die Close/Tonnage,35,die close time over,Casting Process/Equipment,08:50 AM,09:25 AM
29-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,DC Mach Mech,7,shot monitor fault,Casting Process/Equipment,09:50 AM,09:57 AM
29-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,Ladle-MRD,6,extract fault ladle miss pour,Casting Process/Equipment,07:10 AM,07:16 AM
29-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,DC Mach Mech,15,shot monitor fault,Casting Process/Equipment,07:45 AM,08:00 AM
29-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,8,DC Mach Mech,16,shot moinitor fault,Casting Process/Equipment,11:40 AM,11:56 AM
29-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Cooling Water (Mach),24,water leak,Casting Process/Equipment,12:23 PM,12:47 PM
29-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,4,shot monitor fault,Casting Process/Equipment,05:57 AM,06:01 AM
29-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,5,shot monitor fault,Casting Process/Equipment,11:54 AM,11:59 AM
29-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,4,shot monitor fault,Casting Process/Equipment,12:08 PM,12:12 PM
29-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,22,shot monitor fault,Casting Process/Equipment,11:30 AM,11:52 AM
29-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,DC Mach Mech,19,shot monitor fault,Casting Process/Equipment,05:16 AM,05:35 AM
29-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Unload Robot Elec,33,part detect ng,Casting Process/Equipment,01:53 AM,02:20 PM
29-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,8,cycle over,Casting Process/Equipment,06:10 AM,06:18 AM
29-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,18,shot monitoring fault,Casting Process/Equipment,10:40 AM,10:58 AM
29-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,12,shot monitoring fault,Casting Process/Equipment,12:36 PM,12:48 PM
29-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Other (Mach),11,powder lube fault,Casting Process/Equipment,01:03 PM,01:14 PM
29-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,10,shot monitoring fault,Casting Process/Equipment,01:43 PM,01:53 PM
29-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,18,bisc fall no detect,Casting Process/Equipment,07:28 AM,07:46 AM
29-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,7,die close time over,Casting Process/Equipment,07:49 AM,07:56 AM
29-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,6,bisc no fault,Casting Process/Equipment,11:03 AM,11:09 AM
29-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Power-cool,20,pwc fault,Casting Process/Equipment,07:40 PM,08:00 PM
29-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,10,lower trim die,Casting Process/Equipment,10:35 PM,10:45 PM
29-Mar-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,14,Unload Robot Mech,20,ulr fault flash tip,Casting Process/Equipment,04:25 AM,04:45 AM
29-Mar-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,DC Mach Mech,10,safety door fault,Casting Process/Equipment,05:15 PM,05:25 PM
29-Mar-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,DC Mach Hyd,15,hyd leak on dcm main line,Casting Process/Equipment,02:30 AM,02:45 AM
29-Mar-23,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,8,Unload Robot Mech,25,ulr fault,Casting Process/Equipment,08:00 PM,08:25 PM
29-Mar-23,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,8,Deburr 1,30,deburr 1 fault,Casting Process/Equipment,06:10 AM,06:40 PM
29-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Unload Robot Mech,10,ulr fault robot stuck,Casting Process/Equipment,03:30 AM,03:40 AM
29-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,01:10 AM,01:20 AM
29-Mar-23,AAC Plant 2,2,2250-3,908K TAH FWD DC,1,Press/BSM Mech,75,tp fault/bsm,Casting Process/Equipment,10:00 PM,11:15 AM
29-Mar-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Unload Robot Mech,20,ulr fault bisc runner drop with c1,Casting Process/Equipment,09:20 PM,09:40 PM
29-Mar-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Unload Robot Mech,10,ulr fault misload at bsm,Casting Process/Equipment,10:10 PM,10:20 PM
29-Mar-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Unload Robot Mech,15,ulr fault bisc broke off part,Casting Process/Equipment,02:15 AM,02:30 AM
29-Mar-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Unload Robot Mech,10,ulr fault part got stuck coming off die,Casting Process/Equipment,07:10 PM,07:20 PM
29-Mar-23,AAC Plant 2,2,2250-8,G300 TA HOUSING FWD DC,4,Unload Robot Mech,10,ulr fault  ng read photo eye,Casting Process/Equipment,08:25 PM,08:35 PM
29-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,DC Mach Mech,5,ladle fault,Casting Process/Equipment,07:55 PM,08:00 PM
29-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,8,DC Mach Mech,40,shot monitor fault,Casting Process/Equipment,10:40 PM,11:20 PM
29-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,10,shot monitoring fault small bisc,Casting Process/Equipment,02:45 AM,02:55 AM
29-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,11,shot monitor fault,Casting Process/Equipment,08:04 AM,08:15 AM
29-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,10,water tank fau;lt,Casting Process/Equipment,11:42 PM,12:52 AM
29-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,10,water tank fault,Casting Process/Equipment,05:20 PM,05:30 PM
29-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,6,shot monitoring fault,Casting Process/Equipment,06:57 PM,07:03 PM
29-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,5,shot monitoring faulty,Casting Process/Equipment,05:40 PM,05:45 PM
29-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,5,shot monitoring fault,Casting Process/Equipment,06:05 PM,06:10 PM
29-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,66,shot monitoring fault,Casting Process/Equipment,02:07 AM,03:13 AM
29-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,8,shot monitoring fault,Casting Process/Equipment,01:30 AM,01:38 AM
29-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,16,shot monitoring fault,Casting Process/Equipment,01:00 AM,01:16 AM
29-Mar-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,7,tonnage fault too high,Casting Process/Equipment,02:27 AM,02:34 AM
29-Mar-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,5,bisc fall no detetc,Casting Process/Equipment,11:00 PM,11:05 PM
29-Mar-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,5,bisc not detect,Casting Process/Equipment,10:45 PM,10:50 PM
30-Mar-23,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,15,grease 3 fault,Casting Process/Equipment,12:25 PM,12:40 PM
30-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,1,DC Mach Mech,15,shut down opened safety gate to search for shot rod water line for 2250-2,Casting Process/Equipment,07:30 AM,07:45 AM
30-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,1,DC Mach Mech,-15,,,,
30-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,DC Mach Mech,15,shut down opened safety gate,Casting Process/Equipment,07:30 AM,07:45 AM
30-Mar-23,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,13,Ladle-MRD,15,small bisc,Casting Process/Equipment,07:50 AM,08:05 AM
30-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Cooling Conveyor,10,cv air pressure fault,Casting Process/Equipment,06:20 AM,06:30 AM
30-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,30,quality report ng small bisdc,Casting Process/Equipment,09:30 AM,10:00 AM
30-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,20,stuck piece,Casting Process/Equipment,09:05 AM,09:25 AM
30-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Ladle-MRD,10,ulr fault,Casting Process/Equipment,06:40 AM,06:50 AM
30-Mar-23,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,6,Cooling Conveyor,10,cv air pressure fault,Casting Process/Equipment,05:55 AM,06:05 AM
30-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,DC Mach Mech,25,shut down shot rod water outline disconnected from machine,Casting Process/Equipment,07:25 AM,07:50 AM
30-Mar-23,AAC Plant 2,1,2250-2,908K TAH AWD DC,3,DC Mach Mech,10,ulr fault tip lube not spraying,Casting Process/Equipment,12:45 PM,12:55 PM
30-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Press/BSM Mech,20,ulr fault bisc hung on lower trim die,Casting Process/Equipment,12:55 PM,01:15 PM
30-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Press/BSM Mech,10,ulr faulkt t/p,Casting Process/Equipment,06:45 AM,06:55 AM
30-Mar-23,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,Press/BSM Mech,10,ulr at tp,Casting Process/Equipment,08:10 AM,08:20 AM
30-Mar-23,AAC Plant 2,1,2250-4,984F Crankcase DC,3,Press/BSM Mech,15,tp fault,Casting Process/Equipment,04:30 PM,04:45 PM
30-Mar-23,AAC Plant 2,1,2250-6,946F Crankcase DC,14,Vacuum (Mach),10,vac valve close,Casting Process/Equipment,08:35 AM,08:45 AM
30-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Pascal System,15,die clamp fault,Casting Process/Equipment,05:55 AM,06:10 AM
30-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Ladle-MRD,20,ladle return over low metal,Casting Process/Equipment,09:10 AM,09:30 AM
30-Mar-23,AAC Plant 2,1,2250-8,G300 TA HOUSING FWD DC,4,Unload Robot Mech,25,ulr fault gripper loose on ulr,Casting Process/Equipment,01:20 PM,01:45 PM
30-Mar-23,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,DC Mach Mech,9,ext system fault,Casting Process/Equipment,07:40 AM,07:49 AM
30-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Ladle-MRD,4,shot monitoring  fault,Casting Process/Equipment,06:01 AM,06:05 AM
30-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,DC Mach Mech,4,ext fault tonnage loe adjust,Casting Process/Equipment,07:40 AM,07:44 AM
30-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,DC Mach Mech,10,die flashed over,Casting Process/Equipment,10:35 AM,10:45 AM
30-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,Ladle-MRD,12,shot monitoring fault,Casting Process/Equipment,01:00 PM,01:12 PM
30-Mar-23,AAC Plant 2,1,500-3,G903 Stator Wheel DC,7,DC Mach Mech,5,die flashed over,Casting Process/Equipment,12:45 PM,12:50 PM
30-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,3,shot monitor fault,Casting Process/Equipment,08:50 AM,08:53 AM
30-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,10,shot monitor fault,Casting Process/Equipment,08:32 AM,08:42 AM
30-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,10,shot monitor fault,Casting Process/Equipment,06:37 AM,06:47 AM
30-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,6,shot monitor fault,Casting Process/Equipment,05:15 AM,05:21 AM
30-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,6,shot monitor fault,Casting Process/Equipment,02:47 PM,02:55 PM
30-Mar-23,AAC Plant 2,1,800-1,908K Center Support DC,3,Ladle-MRD,12,shot monitor fault,Casting Process/Equipment,11:50 AM,12:02 PM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,65,shot monitor fault,Casting Process/Equipment,02:19 PM,03:24 PM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,11,shot monitor fault,Casting Process/Equipment,02:07 PM,02:10 PM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,11,shot monitor fault,Casting Process/Equipment,01:54 PM,02:05 PM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,10,shot monitor fault,Casting Process/Equipment,01:37 PM,01:47 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,8,shot monitor fault,Casting Process/Equipment,01:27 PM,01:35 PM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,15,bisc size too big,Casting Process/Equipment,01:11 PM,01:26 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,4,bisc size too big,Casting Process/Equipment,01:04 PM,01:08 PM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,4,shot monitor fault,Casting Process/Equipment,10:52 AM,10:56 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,13,shot monitor fault,Casting Process/Equipment,10:37 AM,10:50 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,15,shot monitor fault,Casting Process/Equipment,10:19 AM,10:34 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,7,shot monitor fault,Casting Process/Equipment,10:10 AM,10:17 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,4,shot monitor fault,Casting Process/Equipment,09:50 AM,09:54 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,4,shot monitor fault,Casting Process/Equipment,09:58 AM,10:02 AM
30-Mar-23,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,14,Shotblast,52,shot coverage ng,Casting Process/Equipment,07:54 AM,09:46 AM
30-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,11,bisc fault /stuck,Casting Process/Equipment,08:01 AM,08:12 AM
30-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,7,bisc fault /stuck,Casting Process/Equipment,07:53 AM,08:00 AM
30-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,9,bisc fault /stuck,Casting Process/Equipment,06:52 AM,07:01 AM
30-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,33,bisc fall,Casting Process/Equipment,08:13 AM,08:46 AM
30-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,6,bisc fall,Casting Process/Equipment,08:50 AM,08:56 AM
30-Mar-23,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,21,bisc fall,Casting Process/Equipment,08:59 AM,09:20 AM
30-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,DC Mach Mech,25,e-stop,Casting Process/Equipment,06:40 PM,07:05 AM
30-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Press/BSM Mech,25,trimming lower die,Casting Process/Equipment,11:55 PM,12:20 AM
30-Mar-23,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,04:35 AM,04:45 AM
30-Mar-23,AAC Plant 2,2,2250-10,946F Crankcase DC,11,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,05:15 AM,05:25 PM
30-Mar-23,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,11,Press/BSM Mech,60,servo fault clamp 3 ng,Casting Process/Equipment,08:50 PM,09:50 PM
30-Mar-23,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,13,Unload Robot Mech,15,ulr fault,Casting Process/Equipment,03:40 AM,03:55 AM
30-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Unload Robot Mech,25,ulr fualt,Casting Process/Equipment,07:20 PM,07:45 PM
30-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Unload Robot Mech,25,ulr fault small bisc,Casting Process/Equipment,12:50 AM,01:15 AM
30-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,DC Mach Mech,10,grease fault,Casting Process/Equipment,12:35 AM,12:45 AM
30-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Laser Etch-MRD,30,marking unit fault,Casting Process/Equipment,11:30 PM,12:00 AM
30-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,11:10 PM,11:20 PM
30-Mar-23,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,6,Unload Robot Mech,40,ulr fault,Casting Process/Equipment,08:00 PM,08:40 PM
30-Mar-23,AAC Plant 2,2,2250-4,984F Crankcase DC,3,Unload Robot Mech,15,ulr fault air line broke,Casting Process/Equipment,08:10 PM,08:25 PM
30-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,DC Mach Mech,60,bsm table fault,Casting Process/Equipment,08:10 PM,09:10 PM
30-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,DC Mach Mech,10,tonnage fault too high,Casting Process/Equipment,11:00 PM,11:10 PM
30-Mar-23,AAC Plant 2,2,500-3,G903 Stator Wheel DC,7,DC Mach Mech,5,shot mon fault,Casting Process/Equipment,02:11 AM,02:16 AM
30-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,4,shot monitor fault,Casting Process/Equipment,06:57 PM,07:01 PM
30-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,Cooling Water (Mach),5,quench tank,Casting Process/Equipment,05:24 PM,05:29 PM
30-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,5,shot monitor fault,Casting Process/Equipment,09:43 PM,09:48 PM
30-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,8,shot monitor fault,Casting Process/Equipment,11:56 PM,12:04 AM
30-Mar-23,AAC Plant 2,2,800-1,908K Center Support DC,3,DC Mach Mech,5,shot monitor fault,Casting Process/Equipment,03:23 AM,03:28 AM
30-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,DC Mach Mech,4,shot monitor fault,Casting Process/Equipment,01:50 AM,01:54 AM
30-Mar-23,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,14,Ladle-MRD,17,ladle part,Casting Process/Equipment,12:45 AM,01:02 AM
30-Mar-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,12,DC Mach Mech,5,tnnage faulty,Casting Process/Equipment,10:55 PM,11:00 PM
30-Mar-23,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,12,Laser Etch-MRD,10,laser etch fault,Casting Process/Equipment,09:30 PM,09:40 PM
31-Mar-23,AAC Plant 2,1,2250-1,946F Crankcase DC,10,DC Mach Mech,10,ulr fault scrap chute,Casting Process/Equipment,02:25 PM,02:35 PM
31-Mar-23,AAC Plant 2,1,2250-10,946F Crankcase DC,11,Unload Robot Mech,10,ulr fualt,Casting Process/Equipment,01:30 PM,01:40 PM
