Date,Plant,Shift,Machine Number,Part Description,Die Number,Machine Related Downtime Reason,Machine Related Downtime Minutes,Machine Related Downtime Notes,MRD DT Description,MRD Start Time,MRD Stop Time
12-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,9,DC Mach Mech,20,e-stop safety fence,Casting Process/Equipment,09:05 PM,09:25 PM
12-Dec-22,AAC Plant 2,2,2250-3,908K TAH AWD DC,3,Vacuum (Mach),10,vac fault sensor break,Casting Process/Equipment,03:20 AM,03:30 AM
12-Dec-22,AAC Plant 2,2,2250-3,908K TAH AWD DC,3,Unload Robot Mech,10,ulr bisc broke,Casting Process/Equipment,03:50 AM,04:00 AM
12-Dec-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Press/BSM Mech,10,trim press misload,Casting Process/Equipment,09:20 PM,09:30 PM
12-Dec-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Press/BSM Mech,10,tp fault misload,Casting Process/Equipment,02:05 AM,02:15 AM
12-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Press/BSM Mech,10,ulr fault misload at servo,Casting Process/Equipment,06:10 PM,06:20 PM
12-Dec-22,AAC Plant 2,2,2250-6,984F Crankcase DC,3,Press/BSM Mech,20,bsm belt jammed,Casting Process/Equipment,09:30 PM,09:50 PM
12-Dec-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr fault ng read photo eye no ring,Casting Process/Equipment,03:00 AM,03:10 AM
12-Dec-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Spray Robot Mech,10,spray robot fault,Casting Process/Equipment,07:00 PM,07:10 PM
12-Dec-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr fault ng read at photo eye,Casting Process/Equipment,09:55 PM,10:05 PM
12-Dec-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Unload Robot Mech,25,ulr fault robot didnt grab part,Casting Process/Equipment,12:50 AM,01:15 AM
12-Dec-22,AAC Plant 2,2,2250-9,881 Oil Pan DC,10,Press/BSM Mech,15,ulr fault bisc stuck in servo,Casting Process/Equipment,09:00 PM,09:15 PM
12-Dec-22,AAC Plant 2,2,2250-9,881 Oil Pan DC,10,DC Mach Mech,10,ulr fault holding stand bleeded off,Casting Process/Equipment,12:10 AM,12:20 AM
12-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,19,POWDER FAULT P2 NOT READING,Casting Process/Equipment,05:28 PM,05:47 PM
12-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,8,shot monitorng fault,Casting Process/Equipment,09:12 PM,09:20 PM
12-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,7,bisc falling no detect,Casting Process/Equipment,07:35 PM,07:42 PM
12-Dec-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,7,bisc falling no detect,Casting Process/Equipment,08:18 PM,08:25 PM
13-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Spray Robot Mech,10,pulse spray unit over fill,Casting Process/Equipment,05:30 AM,05:40 AM
13-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Spray Robot Mech,10,pulse spray pumping fault,Casting Process/Equipment,07:50 AM,08:00 AM
13-Dec-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Spray Robot Mech,10,pulse spray pump fault,Casting Process/Equipment,06:35 AM,06:45 AM
13-Dec-22,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Power-cool,10,pwc fault,Casting Process/Equipment,11:40 AM,11:50 AM
13-Dec-22,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Power-cool,25,pwc fault water leak,Casting Process/Equipment,01:30 PM,01:55 PM
13-Dec-22,AAC Plant 2,1,2250-1,946F Crankcase DC,10,DC Mach Mech,60,shot f wd process time over ulr,Casting Process/Equipment,12:15 PM,01:15 PM
13-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Laser Etch-MRD,35,spray fault ss volume ng,Casting Process/Equipment,01:45 PM,02:20 PM
13-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Unload Robot Mech,10,ulr fault  mc not detected,Casting Process/Equipment,12:00 PM,12:10 PM
13-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Unload Robot Mech,20,ulr misloaded in servo,Casting Process/Equipment,11:00 AM,11:20 AM
13-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Cooling Water (Mach),30,cooling water fault,Casting Process/Equipment,08:00 AM,08:30 AM
13-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Ladle-MRD,10,  small bisc ladle miss poured,Casting Process/Equipment,07:05 AM,07:15 AM
13-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Cooling Water (Mach),20,cooling fault,Casting Process/Equipment,07:30 AM,07:50 AM
13-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Cooling Water (Mach),10,water flow fault,Casting Process/Equipment,06:05 AM,06:15 AM
13-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,14,Spray Robot Mech,30,spray fault ss ng,Casting Process/Equipment,02:20 PM,02:50 PM
13-Dec-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Ladle-MRD,25,build up on sleeve,Casting Process/Equipment,01:20 PM,01:45 PM
13-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,9,DC Mach Mech,20,bisc broke size 29,Casting Process/Equipment,10:00 AM,10:20 AM
13-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,9,Shotblast,35,shuttle will not enter s/b sensor reading air knife,Casting Process/Equipment,12:50 PM,01:25 PM
13-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,9,Cooling Water (Mach),15,condition monitor fault,Casting Process/Equipment,10:40 AM,10:55 AM
13-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,9,Deburr Robot 2 Elec,45,clamp 1 dbk reading on deburr 2,Casting Process/Equipment,02:30 PM,03:15 PM
13-Dec-22,AAC Plant 2,1,2250-2,908K TAH FWD DC,2,Ladle-MRD,10,ladle cover fall off,Casting Process/Equipment,11:45 AM,11:55 AM
13-Dec-22,AAC Plant 2,1,2250-2,908K TAH FWD DC,2,Press/BSM Mech,10,ulr fault tp didnt dump bisc,Casting Process/Equipment,07:50 AM,08:00 AM
13-Dec-22,AAC Plant 2,1,2250-2,908K TAH FWD DC,2,Ladle-MRD,25,maint put ladle arm cover on,Casting Process/Equipment,12:00 PM,12:25 PM
13-Dec-22,AAC Plant 2,1,2250-3,908K TAH AWD DC,2,DC Mach Mech,20,ct high,Casting Process/Equipment,10:45 AM,11:05 AM
13-Dec-22,AAC Plant 2,1,2250-3,908K TAH AWD DC,3,Press/BSM Mech,10,gate press chute jammed,Casting Process/Equipment,05:15 AM,05:25 AM
13-Dec-22,AAC Plant 2,1,2250-3,908K TAH AWD DC,3,Press/BSM Mech,-10,,,,
13-Dec-22,AAC Plant 2,1,2250-3,908K TAH AWD DC,3,Press/BSM Mech,10,gate press chute jammed,Casting Process/Equipment,05:15 AM,05:25 AM
13-Dec-22,AAC Plant 2,1,2250-6,984F Crankcase DC,3,Vacuum (Mach),10,"vac fault,senor break",Casting Process/Equipment,11:35 AM,11:45 AM
13-Dec-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Unload Robot Mech,10,ulr fault at bsm hit left over biscuit runner,Casting Process/Equipment,07:35 AM,07:45 AM
13-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,85,spray fault m/s too high,Casting Process/Equipment,02:45 PM,04:10 PM
13-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,spray fault m/s too low,Casting Process/Equipment,02:25 PM,02:35 PM
13-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,25,"s/r fault ,s low",Casting Process/Equipment,09:05 AM,09:30 AM
13-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Unload Robot Mech,35,ulr fault droppedpart ladle loose,Casting Process/Equipment,07:55 AM,08:30 AM
13-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Unload Robot Mech,15,ulr fault dropped part flash out,Casting Process/Equipment,07:35 AM,07:50 AM
13-Dec-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,spray fault ms too low,Casting Process/Equipment,09:45 AM,09:55 AM
13-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Spray Robot Mech,10,ulr fault,Casting Process/Equipment,10:25 AM,10:35 AM
13-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Oil Leak,10,lube oil low,Casting Process/Equipment,12:15 PM,12:25 PM
13-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Press/BSM Mech,15,bsm jammed,Casting Process/Equipment,12:25 PM,12:40 PM
13-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,DC Mach Mech,15,scrap hopper fault light curtain loose,Casting Process/Equipment,04:15 PM,04:30 PM
13-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Spray Robot Mech,10,ulr fault die flashed out,Casting Process/Equipment,11:00 AM,11:10 AM
13-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,DC Mach Mech,50,tonnage failure,Casting Process/Equipment,12:45 PM,01:35 PM
13-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,Spray Robot Elec,1,spray robot fault,Casting Process/Equipment,03:18 PM,03:19 PM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,13,part detect ng,Casting Process/Equipment,06:06 AM,06:19 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Cooling Water (Mach),16,ng part detect fault,Casting Process/Equipment,05:43 AM,05:59 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Cooling Water (Mach),24,cone broke off in die,Casting Process/Equipment,05:17 AM,05:41 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,-13,,,,
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Cooling Water (Mach),-40,,,,
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Cooling Water (Mach),24, cone broke off in die,Casting Process/Equipment,05:17 AM,05:41 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,10,bisc fall no detect,Casting Process/Equipment,01:33 PM,01:43 PM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Other (Mach),15,aac pressure fault on start up,Casting Process/Equipment,11:45 AM,12:00 PM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,7,bisc fall no detect,Casting Process/Equipment,10:15 AM,10:22 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,9,"bisc drop alar,",Casting Process/Equipment,03:04 PM,03:13 PM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Cooling Water (Mach),16,ng part detect fault,Casting Process/Equipment,05:43 AM,05:59 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,13,part detect ng,Casting Process/Equipment,06:06 AM,06:19 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,7,part detect ng,Casting Process/Equipment,06:26 AM,06:33 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,32,no bisc fall detect,Casting Process/Equipment,06:42 AM,07:14 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,4,water leak sleeve loose clamp,Casting Process/Equipment,08:47 AM,08:51 AM
13-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,16,bisc fall no detect,Casting Process/Equipment,09:19 AM,09:35 AM
13-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Oil Leak,16,gate cutter fault m30 lube oil,Casting Process/Equipment,08:24 AM,08:41 AM
13-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,36,shot stuck in sleeve,Casting Process/Equipment,11:05 AM,11:41 AM
13-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,15,p2 powder line,Casting Process/Equipment,04:15 PM,04:30 PM
13-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Exit Conveyor,18,bisc conveyor fault,Casting Process/Equipment,12:31 PM,12:49 PM
13-Dec-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",1,DC Mach Mech,10,grease lube fault 3,Casting Process/Equipment,05:50 PM,06:00 PM
13-Dec-22,AAC Plant 2,2,2250-1,946F Crankcase DC,10,Unload Robot Mech,10,ulr fault water hose on ms came off,Casting Process/Equipment,07:15 PM,07:25 PM
13-Dec-22,AAC Plant 2,2,2250-10,984F Crankcase DC,1,DC Mach Mech,10,ulr fault shot signal  t/o,Casting Process/Equipment,02:50 AM,03:00 AM
13-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),10,sensor vac fault,Casting Process/Equipment,01:20 AM,01:30 AM
13-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),60,sensor vac fault,Casting Process/Equipment,01:30 AM,02:30 AM
13-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),25,sensor vac fault / op side,Casting Process/Equipment,03:35 AM,04:00 AM
13-Dec-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Vacuum (Mach),45,sensor vac fault / op side,Casting Process/Equipment,04:00 AM,04:45 AM
13-Dec-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Deburr Robot 2 Mech,20,deburr 2 jig discriminion,Casting Process/Equipment,10:45 PM,11:05 PM
13-Dec-22,AAC Plant 2,2,2250-14,G300 TRANSMISSION CASE DC,9,Unload Robot Mech,10,ulr fault misload at servo,Casting Process/Equipment,05:45 PM,05:55 PM
13-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,15,ulr fault product detect ng,Casting Process/Equipment,02:50 AM,03:05 AM
13-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,10, ulr fault small bisc b/u on sleeve,Casting Process/Equipment,09:55 PM,10:05 PM
13-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,15,ulr fautl product detect ng,Casting Process/Equipment,03:40 AM,03:55 AM
13-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,10,ulr faulted out with part in air,Casting Process/Equipment,02:10 AM,02:20 AM
13-Dec-22,AAC Plant 2,2,2250-6,984F Crankcase DC,3,Press/BSM Mech,265,bsm power mate ih abnormal alarm,Casting Process/Equipment,12:20 AM,04:45 AM
13-Dec-22,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,3,Press/BSM Mech,10,shot dcm down bsm belt jammed,Casting Process/Equipment,11:40 PM,11:50 PM
13-Dec-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,spray robot fault,Casting Process/Equipment,12:00 AM,12:10 AM
13-Dec-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Unload Robot Mech,10,ulr fault robot stopped in bsm,Casting Process/Equipment,10:35 PM,10:45 PM
13-Dec-22,AAC Plant 2,2,500-2,B700 V6 Stator Wheel DC,10,Oil Leak,27,lubrication fault,Casting Process/Equipment,09:50 PM,10:16 PM
13-Dec-22,AAC Plant 2,2,500-2,B700 V6 Stator Wheel DC,10,Oil Leak,50,lube fault,Casting Process/Equipment,10:30 PM,11:20 PM
13-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,4,scrap conv fault scm conv jammed,Casting Process/Equipment,08:20 PM,08:24 PM
13-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,7,bisc falling no detection,Casting Process/Equipment,12:50 AM,12:57 AM
13-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,4,shot monitor fault small bisc,Casting Process/Equipment,08:12 PM,08:16 PM
13-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,9,bisc fall no detect,Casting Process/Equipment,06:33 PM,06:42 PM
13-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,60,bisc fall no detect,Casting Process/Equipment,06:50 PM,07:50 PM
13-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,20,bisc falling no detect,Casting Process/Equipment,06:00 PM,06:20 PM
13-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,28,gate cutter fault,Casting Process/Equipment,02:40 AM,03:08 AM
13-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,Ladle-MRD,11,ladle robot fault air pressure low,Casting Process/Equipment,10:29 PM,10:40 PM
13-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,10,gate cutter fault,Casting Process/Equipment,09:03 PM,09:13 PM
14-Dec-22,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Unload Robot Mech,15,ulr fault broke bisc,Casting Process/Equipment,05:15 AM,05:30 AM
14-Dec-22,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Ladle-MRD,115,bad product small bisc,Casting Process/Equipment,07:00 AM,08:55 AM
14-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Unload Robot Mech,15,ulr fault mc not detected,Casting Process/Equipment,08:20 AM,08:35 AM
14-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Spray Robot Mech,25,die lube line busted on spray robot,Casting Process/Equipment,01:10 PM,01:35 PM
14-Dec-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,12,Ladle-MRD,10,dropped part small bisc,Casting Process/Equipment,02:50 PM,03:00 PM
14-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Laser Etch-MRD,15,laser fault,Casting Process/Equipment,10:00 AM,10:15 AM
14-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Laser Etch-MRD,10,laser fualt alarm,Casting Process/Equipment,11:30 AM,11:40 AM
14-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Laser Etch-MRD,20,laser fault called maitn,Casting Process/Equipment,11:45 AM,12:05 PM
14-Dec-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Laser Etch-MRD,10,laser fault laser fault alarm,Casting Process/Equipment,09:35 AM,09:45 AM
14-Dec-22,AAC Plant 2,1,2250-14,G300 TRANSMISSION CASE DC,9,Unload Robot Mech,20,e-stop hit at catch station,Casting Process/Equipment,08:30 AM,08:50 AM
14-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Vacuum (Mach),20,vac fault low oil,Casting Process/Equipment,06:40 AM,07:00 AM
14-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Press/BSM Mech,20,peener not workin g,Casting Process/Equipment,01:15 PM,01:35 PM
14-Dec-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Power-cool,10,pwc fault,Casting Process/Equipment,01:45 PM,01:55 PM
14-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,Power-cool,15,broke pin detect,Casting Process/Equipment,09:25 AM,09:40 AM
14-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,Press/BSM Mech,10,t/p fault bisc fell on track,Casting Process/Equipment,11:35 AM,11:45 AM
14-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,Press/BSM Mech,15,tp fault,Casting Process/Equipment,02:05 PM,02:20 PM
14-Dec-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,Press/BSM Mech,10,ulr tp,Casting Process/Equipment,04:20 PM,04:30 PM
14-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,35,ulr fault misload laser,Casting Process/Equipment,12:20 PM,12:55 PM
14-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,15,ulr fault misload at laser,Casting Process/Equipment,02:00 PM,02:15 PM
14-Dec-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,20,ulr fault,Casting Process/Equipment,08:45 AM,09:05 AM
14-Dec-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Spray Robot Mech,65,maint replacing die lube line on spray robot,Casting Process/Equipment,05:25 AM,06:30 AM
14-Dec-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,8,Laser Etch-MRD,10,url fault bisc hung at bsm,Casting Process/Equipment,12:10 PM,12:20 PM
14-Dec-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,10,Oil Leak,30,maint working on hyd leak on t/p,Casting Process/Equipment,11:30 AM,12:00 PM
14-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,DC Mach Mech,35,metal press intent time out of spec,Casting Process/Equipment,05:30 AM,06:05 AM
14-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,DC Mach Mech,85,maint working on metal press,Casting Process/Equipment,01:55 PM,03:20 PM
14-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,DC Mach Mech,40,maint working on metal press,Casting Process/Equipment,11:15 AM,11:55 AM
14-Dec-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,6,DC Mach Mech,35,maint working on metal press,Casting Process/Equipment,10:30 AM,11:05 AM
14-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,52,product detect preheat ladle,Casting Process/Equipment,12:15 PM,01:07 PM
14-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,20,product detect,Casting Process/Equipment,11:54 AM,12:14 PM
14-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,6,ng photo eye,Casting Process/Equipment,11:30 AM,11:36 AM
14-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,15,tonnage fault,Casting Process/Equipment,10:05 AM,10:20 AM
14-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,DC Mach Mech,16,shot monitoring fault,Casting Process/Equipment,05:23 AM,05:39 AM
14-Dec-22,AAC Plant 2,1,800-1,908K Center Support DC,2,Exit Conveyor,4,confeyor full,Casting Process/Equipment,11:38 AM,11:42 AM
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Shotblast,10,precoat fault,Casting Process/Equipment,09:19 AM,09:29 AM
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,Shotblast,-10,,,,
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Shotblast,10,precoat fault,Casting Process/Equipment,09:19 AM,09:29 AM
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,14,photo eye ng core broke,Casting Process/Equipment,04:16 PM,04:30 PM
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,17,lube failure,Casting Process/Equipment,05:47 AM,06:04 AM
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Other (Mach),-39,,,,
14-Dec-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Other (Mach),-31,,,,
14-Dec-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Other (Mach),19,powder lube leak,Casting Process/Equipment,08:57 AM,09:16 AM
14-Dec-22,AAC Plant 2,2,2250-10,984F Crankcase DC,1,Press/BSM Mech,30,ulr fault,Casting Process/Equipment,05:20 PM,05:50 PM
14-Dec-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Press/BSM Mech,30,ulr fault,Casting Process/Equipment,08:25 PM,08:55 PM
14-Dec-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Deburr 1,80,deburr 1 fault,Casting Process/Equipment,09:30 PM,10:50 PM
14-Dec-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,15,shot acc down,Casting Process/Equipment,11:40 PM,11:55 PM
14-Dec-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,145,ct over shot acc #1 pressure,Casting Process/Equipment,02:20 AM,04:45 AM
14-Dec-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,6,DC Mach Mech,20,ct over,Casting Process/Equipment,01:40 AM,02:00 AM
14-Dec-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,6,Power-cool,70,pwc c1 leaking,Casting Process/Equipment,01:20 AM,01:20 AM
14-Dec-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Unload Robot Mech,15,ulr fault runner stuck,Casting Process/Equipment,05:45 PM,06:00 PM
14-Dec-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Unload Robot Mech,10,ulr bisc broke,Casting Process/Equipment,07:00 PM,07:10 PM
14-Dec-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Unload Robot Mech,35,ulr runner stuck,Casting Process/Equipment,07:15 PM,07:50 PM
14-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Unload Robot Mech,10,ulr fault hand trim take out permission,Casting Process/Equipment,02:25 AM,02:35 AM
14-Dec-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,7,Ladle-MRD,15,ladle return process t/o,Casting Process/Equipment,10:05 PM,10:20 PM
14-Dec-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,6,DC Mach Mech,3,spray fault,Casting Process/Equipment,07:10 PM,07:13 PM
14-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,DC Mach Mech,8,tonnage fault,Casting Process/Equipment,09:15 PM,09:23 PM
14-Dec-22,AAC Plant 2,2,800-1,908K Center Support DC,2,Ladle-MRD,53,ladle fault,Casting Process/Equipment,01:48 AM,02:41 AM
14-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,6,bisc dropped not read,Casting Process/Equipment,07:18 PM,07:24 PM
14-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,14,powder lube fault,Casting Process/Equipment,02:36 AM,02:50 AM
14-Dec-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,DC Mach Mech,43,conv fault,Casting Process/Equipment,10:27 PM,11:10 PM
15-Dec-22,AAC Plant 2,1,2250-10,984F Crankcase DC,1,Cooling Water (Mach),10,water flow fault,Casting Process/Equipment,03:05 PM,03:15 PM
