Loc.,Item #,Manuf. ,Part #,Description,Qty.,1ST CHECK,2ND CHECK,NOTES,WORK ORDER,Cost,Total Value,Cost New,,
1R-D07H,,FANUC,A06B-0373-B577,MOTOR,1,,,,,1.00,$1.00,,,
1R-D07I,S002023,FANUC,A06B-0123-B075,SERVO MOTOR,1,,,,,903.00,$903.00,"$1,350.00",,
1R-D07J,,FANUC,A06B-0373-B177,MOTOR,1,,,,,"1,763.00","$1,763.00",,,
1R-D07K,S014625,FANUC,A06B-0075-B503,SERVO MOTOR,1,,,,129262,"1,325.00","$1,325.00","$1,332.00",,
1R-D07L,S016141,FANUC,A06B-0116-B855,MOTOR,3,,,,,"1,400.00","$4,200.00","$3,177.00",,
1R-D08A,,LEESON,286TC-6311-JC9,MOTOR,1,,,,,1.00,$1.00,,,
1R-D08B,,LEESON,2806TC 6311-JC9,MOTOR,1,,,,,1.00,$1.00,,,
1R-D08C,,BALDOR,16K027W466H2 FRAME 4041SC,MOTOR,0,,,,,"4,200.00",$0.00,"$6,861.26",,
1R-D09A,S003903,TELESIS,TMP-3100 ,MARKING HEAD,2,,,,,"1,500.00","$3,000.00","$5,561.00",,
1R-D09B,,TELESIS,TMC-1700,MARKING HEAD,0,,,,,"1,212.00",$0.00,"$8,000.00",,
1R-D09C,,TELESIS ,TMP-3200,MARKING HEAD,2,,,,,"1,500.00","$3,000.00",,,
1R-D09D,,,MDT947B-2B,SCREEN,1,,,,,1.00,$1.00,,,
1R-D09E,,TELESIS,TMC-400,CONTROLLER,3,,,,,973.00,"$2,919.00",,,
1R-D09F,,TELESIS,TPM6100-23301,MARKING HEAD,1,,,,,1.00,$1.00,,,
1R-D09G,,TELESIS,TMC-470,CONTROLLER,2,,,,,"2,100.00","$4,200.00",,,
1R-D10A,,COLUMBUS,450791-22,MOTOR,1,,,,,1.00,$1.00,,,
1R-D10B,,LEESON,CM34D17FC2E,MOTOR,1,,,,,1.00,$1.00,,,
1R-D10C,,CPG MOTOR,3/4 HP 550 WATT CPG INDUCTION,MOTOR,1,,,,,1.00,$1.00,,,
1R-D10D,,LAVERT,HE90LF23.0HP,MOTOR,1,,,,,1.00,$1.00,,,
1R-D10E,,TSUBAKI,GMTA-020-28L2005MU,MOTOR,1,,,,,1.00,$1.00,,,
1R-D10F,,BALDOR,VM3535,MOTOR,1,,,,,1.00,$1.00,,,
1R-D10G,,FANUC,A02B-0228-B505,18-MC,2,,,,,389.00,$778.00,,,
1R-D10H,,FANUC,A02B-0222-B502,BACK PLANE,1,,,,,234.00,$234.00,,,
1R-D11A,,COOL JET,35L7955447,MOTOR,2,,,,,1.00,$2.00,,,
1R-D11B,S012850,LEESON,6Z407B,CONVEYOR MOTOR,1,,,,,1.00,$1.00,,,
1R-D11C,,NIPPON,6205ZZNCX,MOTOR,1,,,,,1.00,$1.00,,,
1R-D11D,,BALDOR,IDNM3542,MOTOR,1,,,,,1.00,$1.00,,,
1R-D11E,,VICKERS,33205V35A11-10B-22R,PUMP,1,,,,,1.00,$1.00,,,
1R-D11F,,,A06B-0265-B605,MOTOR,1,,,,,1.00,$1.00,,,
1R-D12A,S002075,FANUC,A06B-0853-B927,MOTOR,4,,,,,"3,474.00","$13,896.00","$8,283.00",,
1R-D12B,S002058,FANUC,A06B-0854-B190,MOTOR,3,,,,,"1,813.00","$5,439.00","$5,309.00",,
1R-D12C,S007313,BUSCH,RA0040.E506.1001,VACUUM PUMP,7,,,,,"2,334.00","$16,338.00","$3,390.00",,
1R-E04A,,HITACHI,TF0-4HD,MOTOR,4,,,,,1.00,$4.00,,,
1R-E04B,S010869,BALDOR,EM4316T FRAME 365T,MOTOR,1,,,,,1.00,$1.00,,,
1R-E08A,S002074,FANUC,A06B-0853-B390,MOTOR,8,,,,,"2,286.00","$18,288.00","$5,645.00",,
1R-E08B,S013705,FANUC,A06B-0147-B675,MOTOR ,7,,,,,"1,831.00","$12,817.00","$7,070.00",,
1R-E08D,S002070,FANUC,A06B-0853-B100,MOTOR,1,,,,,"1,600.00","$1,600.00","$3,591.00",,
1R-E08E,,FANUC,A06B-0854-B100,MOTOR,1,,,,,"1,800.00","$1,800.00","$4,250.00",,
1R-E08F,S002073,FANUC,A06B-0853-B300,MOTOR,1,,,,,"1,034.00","$1,034.00","$3,591.00",,
1R-E08G,S002032,FANUC,A06B-0147-B175,MOTOR,1,,,,,"1,795.00","$1,795.00","$3,635.00",,
1R-E09A,,OMRON,NB10W-TW01B,INTERACTIVE DISPLAY,1,,,,,750.00,$750.00,,,
1R-E09B,,TOYO-OKI,HPP-VD2V-F31A3,MOTOR,1,,,,,"2,310.00","$2,310.00",,,
1R-E09C,,OMRON,NS5-SQ10B-V2,DISPLAY,1,,,,,995.00,$995.00,,,
1R-E09D,,FUJI,FRN0.4G1S-2J,INVERTER,2,,,,,1.00,$2.00,,,
1R-E09E,,FUJI,FRN2.2G1S-2J,INVERTER,1,,,,,1.00,$1.00,,,
1R-E09F,,FUJI,FRN0.75G1S-2J,INVERTER,2,,,,,1.00,$2.00,,,
1R-E09G,S016138,FANUC,A06B-0116-B804,MOTOR,0,,,,,"1,150.00",$0.00 ,"$2,995.28",,
1R-E09G,S016138,FANUC,A06B-0116-B804,MOTOR,0,,,,,"1,250.00",,"$2,995.28",,
1R-E12A,,WEINMAN,4BH3V,SUBMURS PUMP,1,,,,,1.00,$1.00,,,
1R-E12B,,WEINMAN,4BM3V,SUBMURS PUMP,1,,,,,1.00,$1.00,,,
1R-E12C,,FANUC,A06B-0502-B002,MOTOR,1,,,,,"2,886.00","$2,886.00",,,
1R-E13A,S015156,ATI,RC340CNC,DEBUR TOOL,6,,,,,"2,827.00","$16,962.00","$3,800.00",,
1R-E13B,,FUJI,FRN3.7G9S-2,DRIVE,1,,,,126137,745.00,$745.00 ,,,
1R-E13C,,FANUC,A06B-0075-B003,MOTOR,1,,,,130596,"1,430.00","$1,430.00 ",,,
1R-E13D,,FUJI,HV1.10,TEACH PENDANT,2,,,,,975.00,"$1,950.00",,,
1R-E13E,,FANUC,A06B-2212-B200,MOTOR,3,,,,128454/128217,"1,795.00","$3,590.00 ",,,
1R-E13F,,FANUC,A06B-0113-B075,MOTOR,2,,,,,1.00,$1.00 ,,,
1R-E13G,,OMRON,CJ1W-TC001,TEMP CONTROL UNIT,1,,,,,1.00,1,,,
1R-E16A,S002034,FANUC,A06B-0153-B175,MOTOR,3,,,,,"2,234.00","$6,702.00","$6,473.00",,
1R-E16B,S002065,FANUC,A06B-0752-B390,MOTOR,2,,,,,"2,300.00","$4,600.00","$3,041.00",,
1R-E16C,S002066,FANUC,A06B-0753-B100,MOTOR,2,,,,,330.00,$660.00,"$3,833.00",,
1R-E16D,,FANUC,A06B-0502-B005,MOTOR,1,,,,,1.00,$1.00,,,
1R-E16E,S007590,FANUC,A06B-0753-B190,MOTOR,1,,,,,"1,225.00","$1,225.00","$5,285.00",,
1R-F01A,S012026,FUKUDA,FL-611,LEAK TESTER,5,,,,,"4,550.00","$22,750.00",,,
1R-F02A,S009745,SANYO-DENKI,P20B10200DXS00M,MOTOR/obsolete,5,,,,,"1,745.00","$8,725.00","$1,745.00",,
1R-F02B,S013825,FANUC,A06B-0235-B202,MOTOR,1,,,,127627/127779,"1,867.00","$1,867.00","$3,665.00",,
1R-F02B,S013825,FANUC,A06B-0235-B202,MOTOR ,1,,,,,850.00,$850.00,"$3,665.00",,
1R-F02C,,SANYO-DENKI,P20-B10100DXS00,MOTOR,0,,,,,1.00,$0.00,"$1,550.00",,
1R-F02D,S013872,FANUC,A06B-0223-B000,MOTOR,1,,,,,"1,200.00","$1,200.00","$2,128.00",,
1R-F02E,S014624,FANUC,A06B-0063-B103,MOTOR,2,,,,,387.00,$774.00,$963.00,,
1R-F02F,S007432,FANUC,A06B-0235-B605,MOTOR,1,,,,,"1,105.00","$1,105.00","$2,000.00",,
1R-F02F,S007432,FANUC,A06B-0235-B605,MOTOR,0,,,,127023/127024/127359,"1,150.00","$3,450.00","$2,000.00",,
1R-F02F,S007432,FANUC,A06B-0235-B605,MOTOR,0,,,,127778,"1,270.00","$1,270.00","$2,000.00",,
1R-F02F,S007432,FANUC,A06B-0235-B605,MOTOR,0,,,,125822,"1,269.00","$1,269.00","$2,000.00",,
1R-F02G,S000032,FANUC,A06B-0032-B075,MOTOR,4,,,,,950.00,"$3,800.00","$1,399.00",,
1R-F02H,S002020,FANUC,A06B-0033-B075,MOTOR,2,,,,,950.00,"$1,900.00","$1,058.00",,
1R-F02H,S002020,FANUC,A06B-0033-B075,MOTOR,1,,,,133975,860.00,860,"$1,058.00",,
1R-F02H,S002022,FANUC,A06B-0033-B075,MOTOR,1,,,,137611,875.00,875,"$1,058.00",,
1R-F02H,S002022,FANUC,A06B-0033-B075,MOTOR,1,,,,137612,725.00,725,"$1,058.00",,
1R-F02I,S007861,FANUC ,A06B-0212-B605,MOTOR,4,,,,,928.00,"$3,712.00","$1,288.00",,
1R-F02J,S002022,FANUC,A06B-0113-B175,MOTOR,1,,,,,940.00,$940.00,"$1,776.00",,
1R-F02J,S002022,FANUC,A06B-0113-B175,MOTOR,3,,,,,"1,115.00","$3,345.00","$1,776.00",,
1R-F02K,S002022,FANUC,A06B-0113-B178,MOTOR,3,,,,,"1,390.00","$4,170.00","$1,776.00",,
1R-F03A,,FANUC,V710T,MONITOR,1,,,,128545,967.00,$967.00,,,
1R-F03B,,FANUC,A06B-0146-B175,MOTOR,3,,,,,1.00,$3.00,$1.00,,
1R-F03C,,,LARGE ROBOT HAND,ROBOT HAND,2,,,,,"2,480.00","$4,960.00","$7,300.00",,
1R-F03D,,NSD,VL-2,SENSOR,1,,,,,910.00,$910.00,,,
1R-F03D,,NSD,VL-2,SENSOR,1,,,,124700,390.00,$390.00,,,
1R-F03E,S007754,FANUC,A06B-0267-B605,MOTOR,2,,,,,"1,400.00","$2,800.00","$2,427.80",,
1R-F03E,S007754,FANUC,A06B-0267-B605,MOTOR,1,,,,127394,"1,770.00","$1,770.00","$2,427.80",,
1R-F03F,,FANUC,A05B-2301-C301,TEACH PENDANT,1,,,,,"1,330.00",1330,,,
1R-F03G,,FANUC,A06B-2238-B605,MOTOR,1,,,,130823,"2,485.00",2485,,,
1R-F03H,,,PEENER,SANDRAMMER,0,,,,,"3,950.00","$23,700 ","$6,911.00",,
1R-F04A,,TOKYO,F11-SQP431-50-35-86DD-18,PUMP,3,,,,,1.00,$3.00,,,
1R-F04B,S004220,TOKYO,F11-SQP431-42-35-8-86BBB18,PUMP,2,,,,,1.00,$2.00,,,
1R-F04C,,TOKYO,F11-SQP431-42-35-8-86CCB,PUMP,0,,,,,"2,400.00",$0.00,,,
1R-F04D,,TOKYO,F11-SQP41-50-8-86BB-18,PUMP,1,,,,,1.00,$1.00,,,
1R-F05A,S012025,FUKUDA,FL-610,LEAK TESTER,5,,,,,"4,550.00","$22,750.00",,,
1R-F05B,,FUKUDA,FL-294AM-0,LEAK TESTER,2,,,,,"4,950.00","$9,900.00","$10,650.00",,
1R-F05C,,FUKUDA,FL-601M-2-X019,LEAK TESTER,9,,,,,"4,950.00","$44,550.00",,,
1R-F06A,,INDIANA TOOL ,2250 TON ROBOT HAND,ROBOT HAND,7,,,,,"2,480.00","$17,360.00","$7,300.00",,
1R-F06B,,INDIANA TOOL ,500-800 TON ROBOT HAND,500-800TON HAND,0,,,,,"2,180.00",$0.00,"$4,125.00",,
1R-F06C,,INDIANA TOOL ,530 TON ROBOT HAND,530 TON HAND,4,,,,,"2,480.00","$9,920.00","$4,125.00",,
1R-F06D,S011089,STANLEY,EL33LB-40,NUT RUNNER,8,,,,,"2,560.00","$20,480.00",,,
1R-F07A,S002041,FANUC,A06B-0314-B106,MOTOR,1,,,,,"1,066.00","$1,066.00","$5,643.00",,
1R-F07B,S002035,FANUC,A06B-0163-B175,MOTOR,5,,,,,"1,734.00","$8,670.00","$3,512.00",,
1R-F07B,S002035,FANUC,A06B-0163-B175,MOTOR,1,,,,133382,"1,967.00",1967,"$3,512.00",,
1R-F07C,S010437,FANUC,A06B-0246-B401,MOTOR,1,,,,,"1,100.00","$1,100.00","$5,421.00",,
1R-F07D,S015055,FANUC,A06B-0041-B605,MOTOR,1,,,,,"1,762.00","$1,762.00","$3,550.00",,
1R-F07E,S010932,FANUC,A06B-0269-B401,SERVO MOTOR,2,,,,,"1,250.00","$2,500.00","$7,360.00",,
1R-F07F,S016253,FANUC,A06B-0166-B675,SERVO MOTOR,2,,,,,"1,225.00","$2,450.00","$3,167.00",,
1R-F07G,S015054,FANUC,A06B-0238-B605,MOTOR,1,,,,,"2,486.00","$2,486.00","$2,980.00",,
1R-F07G,S015054,FANUC,A06B-0238-B605,MOTOR,1,,,,128580,"1,279.00",1279,"$2,960.00",,
1R-F07H,S002028,FANUC,A06B-0143-B075,MOTOR,5,,,,,"1,398.00","$6,990.00","$2,980.00",,
1R-F07I,?,FANUC,A06B-0128-B075,MOTOR,1,,,,,"1,930.00","$1,930.00","$3,615.00",,
1R-F07J,S002021,FANUC,A06B-0034-B175,MOTOR,3,,,,,"1,200.00","$3,600.00","$1,993.00",,
1R-F07K,S007634,FANUC,A06B-0115-B275,MOTOR,0,,,,,"1,170.00",$0.00,"$3,042.00",,
1R-F07K,S007634,FANUC,A06B-0115-B275,MOTOR,5,,,,,"1,250.00","$6,250.00","$3,042.00",,
1R-F08A,,WORLDWIDE,WWHG10-12-256TC,MOTOR,1,,,,,1.00,$1.00,,,
1R-F08B,,BALDOR,A051221,MOTOR,3,,,,,1.00,$3.00,,,
1R-F08C,S009612,SUMITOMO,RNYM2-1630B-B-120,Gearbox ,3,,,,,1.00,$3.00,"$2,441.00",,
1R-F09A,,FUKUDA,FL-600L-2-X016,LEAK TESTER,5,,,,,"4,950.00","$24,750.00",,,
1R-F09B,,FUKUDA,FL-600M-2,LEAK TESTER,4,,,,,"4,950.00","$19,800.00",,,
1R-F09C,,FUKUDA,FL-601M-2-X010,LEAK TESTER,2,,,,,"4,950.00","$9,900.00",,,
1R-F09E,,FUKUDA,FL-2700M-1-N,LEAK TESTER,5,,,,,"4,950.00","$24,750.00","$3,806.20",,
1R-F10A,S010813,FANUC,A06B-0162-B175,MOTOR,2,,,,,"1,726.00","$3,452.00","$3,807.00",,
1R-F10B,S002050,FANUC,A06B-0373-B175,MOTOR,1,,,,,"1,468.00","$1,468.00","$3,187.00",,
1R-F10B,S002050,FANUC,A06B-0373-B175,MOTOR,1,,,,126498,"1,750.00","$1,750.00","$3,187.00",,
1R-F10C,S002052,FANUC,A06B-0373-B675,MOTOR,1,,,,,"1,795.00","$1,795.00","$2,414.00",,
1R-F10D,S002053,FANUC,A06B-0374-B175,MOTOR,1,,,,127357,"1,497.00","$1,497.00","$2,675.00",,
1R-F10D,S002053,FANUC,A06B-0374-B175,MOTOR,1,,,,136733,"1,524.00","$1,524.00","$2,675.00",,
1R-F10D,S002053,FANUC,A06B-0374-B175,MOTOR,1,,,,,"1,925.00","$1,925.00","$2,675.00",,
1R-F10D,S002053,FANUC,A06B-0374-B175,MOTOR,0,,,,120409,"1,436.00",$0.00,"$2,675.00",,
1R-F10D,S002053,FANUC,A06B-0374-B175,MOTOR,1,,,,137486,"1,561.00",1561,"$2,675.00",,
1R-F10E,S007251,FANUC,A06B-0373-B077,MOTOR,1,,,,,"1,870.00","$1,870.00","$1,196.00",,
1R-F10F,,FANUC,A06B-0373-B390,MOTOR,1,,,,,"1,740.00","$1,740.00","$3,444.60",,
1R-F10G,S009450,FANUC,A06B-0371-B175,MOTOR,4,,,,,"1,271.00","$5,084.00","$5,226.45",,
1R-F10G,S009450,FANUC,A06B-0371-B175,MOTOR,0,,,,117171,"1,412.00",$0.00,"$5,226.45",,
1R-F10G,S009450,FANUC,A06B-0371-B175,MOTOR,1,,,,130822,"1,485.00",1485,"$5,226.45",,
1R-F10G,S009450,FANUC,A06B-0371-B175,MOTOR,1,,,,130825,"1,325.00",1325,"$5,226.45",,
1R-F10H,S002040,FANUC,A06B-0314-B072,MOTOR,3,,,,,"1,005.00","$3,015.00","$2,196.00",,
1R-F10I,S002042,FANUC,A06B-0314-B172,MOTOR,1,,,,,"1,708.00","$1,708.00","$4,051.00",,
1R-F10J,,FANUC,A06B-0235-B105,MOTOR,1,,,,,1.00,$1.00,"$2,148.00",,
1R-F10K,,SANYO-DENKI,P20B10150DXS00,MOTOR,3,,,,,"1,725.00","$5,175.00",OBSOLETE,,
1R-F10K,,SANYO-DENKI,P20B10150DXS00,MOTOR/obsolete,5,,,,126146/127776/127774,"1,435.00","$7,175.00",OBSOLETE,,
1R-F10K,,SANYO-DENKI,P20B10150DXS00,MOTOR/obsolete,6,,,,,"1,246.00","$7,476.00","$1,435.00",,
1R-F11A,,FANUC,A06B-0851-B390,MOTOR,1,,,,,"1,809.00","$1,809.00",,,
1R-F11B,,FANUC ,A06B-0852-B400,MOTOR,1,,,,,"1,918.00","$1,918.00",,,
1R-F11C,S002069,FANUC ,A06B-0852-B394,MOTOR,2,,,,,"1,686.00","$3,372.00","$3,545.00",,
1R-F11D,?,FANUC,A06B-0143-B675,MOTOR,2,,,,,"2,089.00","$4,178.00","$5,561.25",,
1R-F11E,S007455,FANUC,A06B-0148-B175,MOTOR,6,,,,,"1,887.00","$11,322.00","$5,562.00",,
1R-F11F,,FANUC,A06B-0186-B675,MOTOR ,4,,,,,"1,710.00","$6,840.00","$4,250.00",,
1R-F11G,S002031,FANUC,A06B-0147-B075,MOTOR ,2,,,,,"1,125.00","$2,250.00","$4,042.00",,
1R-F11H,S002056,FANUC,A06B-0502-B272,MOTOR,1,,,,,"1,125.00","$1,125.00","$5,529.00",,
1R-F12B,S000038,FANUC,A06B-0854-B390,MOTOR,1,,,,,1.00,$1.00,,,
1R-F12C,S010831,FANUC,A06B-1449-B110,SPINDLE MOTOR,1,,,,,"1,200.00","$1,200.00","$7,961.00",,
1R-F12D,,FANUC,A06B-0857-B391,MOTOR,1,,,,,1.00,$1.00,,,
1R-F12E,S002067,FANUC,A06B-0753-B390,MOTOR,2,,,,,"1,015.00","$2,030.00","$5,529.00",,
1R-F13A,,FUKUDA,FL-3700M-1-N,LEAK TESTER,10,,,,,"4,950.00","$49,500.00","$10,123.00",,
1R-F14A,S016537,FANUC,A06B-0235-B502,MOTOR,3,,,,,847.00,"$2,541.00","$1,892.00",,
1R-F14B,,FANUC,B004ZD990810007,MOTOR,1,,,,,1.00,$1.00,,,
1R-F14C,S002036,FANUC,A06B-0313-B072,MOTOR,2,,,,,365.00,$730.00,"$2,238.00",,
1R-F14D,S004856,FANUC,A06B-0314-B006,MOTOR,1,,,,,889.00,$889.00,"$1,701.00",,
1R-F14E,?,FANUC,A06B-0127-B175,MOTOR,1,,,,,"2,050.00","$2,050.00","$6,511.00",,
1R-F14F,S002038,FANUC,A06B-0314-B005,MOTOR,6,,,,,"3,500.00","$21,000.00","$2,614.00",,
1R-F14G,S002025,FANUC,A06B-0127-B075,MOTOR,1,,,,,"1,431.00","$1,431.00","$2,594.00",,
1R-F14G,S002025,FANUC,A06B-0127-B075,MOTOR,1,,,,126185,"1,279.00","$1,279.00","$2,594.00",,
1R-F14G,S002025,FANUC,A06B-0127-B075,MOTOR,1,,,,127360,"1,394.00","$1,394.00","$2,594.00",,
1R-F14H,,FANUC,A06B-0243-B605,MOTOR,1,,,,,1.00,$1.00 ,,,
1R-F14I,S010436,FANUC,A06B-0241-B101,MOTOR,1,,,,,"1,263.00","$1,263.00","$2,075.00",,
1R-F14J,S002026,FANUC,A06B-0142-B075,MOTOR,7,,,,,"1,681.00","$11,767.00","$2,934.00",,
1R-F15A,S002030,FANUC,A06B-0143-B175,MOTOR,4,,,,,"1,957.00","$7,828.00","$4,276.00",,
1R-F15B,?,FANUC,A06B-0142-B076,MOTOR,1,,,,,"1,094.00","$1,094.00","$5,151.00",,
1R-F15C,S002027,FANUC,A06B-0142-B175,MOTOR,3,,,,,"1,781.00","$5,343.00","$3,616.00",,
1R-F15D,S002049,FANUC,A06B-0315-B272,MOTOR,1,,,,,"1,000.00","$1,000.00","$4,417.00",,
1R-F15E,S002055,FANUC,A06B-0502-B072,MOTOR,1,,,,,360.00,$360.00,"$3,394.00",,
1R-F15F,S002047,FANUC,A06B-0315-B201,MOTOR,1,,,,,"2,849.00","$2,849.00","$3,936.00",,
1R-F15G,S002048,FANUC,A06B-0315-B204,MOTOR,1,,,,,"1,275.00","$1,275.00","$3,586.00",,
1R-F15H,,FANUC,A06B-0315-B003,MOTOR,1,,,,,"2,025.00","$2,025.00",,,
1R-F15I,S002033,FANUC,A06B-0153-B088,MOTOR,1,,,,,200.00,$200.00,"$1,886.00",,
1R-FLOOR A,,SIESHIN,BSA-40,SPINDLE,0,,,,,"9,300.00",$0.00,,,
1R-FLOOR A,,SIESHIN,BSA-70FN,SPINDLE,0,,,,,"2,000.00",$0.00,,,
1R-FLOOR A,,SIESHIN,FLB8,SPINDLE,0,,,,,"5,200.00",$0.00,"$16,993.10",,
1R-FLOOR A,,SIESHIN,LA-95,SPINDLE,0,,,,,"7,875.00",$0.00,"$22,000.00",,
1R-FLOOR A,,FUJI,M4Q5205J R4QM3 200M ,MOTOR,0,,,,,1.00,$0.00,,,
1R-FLOOR B,,MITSUBISHI,3 PHASE INDUCTION MOTOR,MOTOR,1,,,,,1.00,$1.00 ,,,
1R-FLOOR B,,,LAB200LE2A-796,BLOWER,1,,,,,1.00,$1.00 ,,,
1R-FLOOR B,,BALDOR,MRA5204J,MOTOR,0,,,,,1.00,$0.00,,,
1R-FLOOR B,S010708,BUSCH,RA0100.E506,VACUUM PUMP,0,,,,,"1,990.00",$0.00,"$5,615.00",,
1R-FLOOR B,,BUSCH,RA0100.F506.11XG,VACUUM PUMP,3,,,,,"1,990.00","$5,970.00","$5,615.00",,
1R-FLOOR B,S008962,BUSCH,RA0255D5061101,VACUUM PUMP,1,,,,,"8,666.00","$8,666.00","$13,465.00",,
1R-FLOOR C,,BALDOR,A150928 286TC ,MOTOR,0,,,,,"2,279.50",$0.00,"$4,295.00",,
1R-FLOOR C,,BALDOR,CIRCULATION PUMP MOTOR,MOTOR,0,,,,,1.00,$0.00,,,
1R-FLOOR C,,,GEAR REDUCER,GEAR REDUCER,1,,,,,1.00,1,,,
1R-FLOOR C,,EMERSON,H060S2SL6 FRAME 364 TP,MOTOR,1,,,,,1.00,$1.00,,,
1R-FLOOR C,,NISHIDA,HA-40,SPINDLE,3,,,,,"10,425.00","$31,275.00","$24,027.45",,
1R-FLOOR C,,TOSHIBA,HD-2B2-G02-LW-B,INDUCTION MOTOR,0,,,,,1.00,$0.00,,,
1R-FLOOR C,,NISHIDA,HKD-3 TYPE 1,SPINDLE,1,,,,,"9,431.00","$9,431.00","$26,740.12",,
1R-FLOOR C,,NISHIDA,HKD-3 TYPE 2,SPINDLE,4,,,,,"8,649.00","$34,596.00",,,
1R-FLOOR C,,NISHIDA,HL-3(BT30),SPINDLE,1,,,,,"9,251.00","$9,251.00",,,
1R-FLOOR C,,NISHIDA,HL4-1 SPINDLES,SPINDLE,1,,,,,1.00,$1.00,,,
1R-FLOOR C,,EMERSEN,M50E3C2P HL-4-1 FRAME 444TC,MOTOR,1,,,,,1.00,$1.00,,,
1R-FLOOR C,,BALDOR,MRA5205J,MOTOR,0,,,,,1.00,$0.00,,,
1R-FLOOR C,,MORI SEIKI,NV 5000,SPINDLE,1,,,,,"8,351.00","$8,351.00",,,
1R-FLOOR D,,,H100E3ZC2-P,MOTOR,0,,,,,"6,685.00",$0.00 ,"$13,524.67",,
1R-J04A,,,2250 TRIM PRESS CYLINDER,CYLINDER,0,,,,,"2,622.00",$0.00,"$5,593.75",,
1R-J04B,,,TRIM PRESS CYLINDER,CYLINDER,0,,,,,1.00,$0.00,,,
1R-J08A,S010586,,800 TON OPEN/CLOSE CYLINDER,CYLINDER,1,,,,,"7,112.40","$7,112.40","$13,688.00",,
1R-J08B,,,4 BOLT TRIM PRESS,CYLINDER,1,,,,,1.00,$1.00 ,,,
1R-J08C,,,500 TON OPEN/CLOSE,CYLINDER,1,,,,,1.00,$1.00 ,,,
1R-J12A,,,200mm VERTICAL TRIM PRESS,CYLINDER,1,,,,,1.00,$1.00,,,
1R-J12B,,PARKER,5.00JJ2HLT523N28,CYLINDER,2,,,,,1.00,$2.00,,,
1R-J12C,S008669,ATLAS,TRIM PRESS CYLINDER,CYLINDER,0,,,,,"2,622.00","$2,622.00 ","$5,593.75",,
1R-K01A,,KEYARROW,F07113001-LC05-A,FRONT COVER,1,,,,,1.00,$1.00,,,
1R-K01B,,KEYARROW,G40412001-LW01-D1,FRONT COVER,1,,,,,1.00,$1.00,,,
1R-K01C,,KEYARROW,H73035002-LW01,FRONT COVER,1,,,,,1.00,$1.00,,,
1R-K01D,,KEYARROW,H90694001-LW01-BG,FRONT COVER,1,,,,,1.00,$1.00,,,
1R-K01E,,KEYARROW,I45338001-LW01-D1,FRONT COVER,1,,,,,1.00,$1.00,,,
1R-K01F,?,TAI SHYANG,1.20316E+11,COVERS,1,,,,,1.00,$1.00,,,
1R-K01G,S013555,SMC,RHCL100-810-B54L,CYLINDER,1,,,,,1.00,$1.00,"$1,172.00",,
1R-K01H,?,SMC,MGGLF32-160-H7C,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K02A,,KEY ARROW,I23207001-LW01-C,COVERS,1,,,,,1.00,$1.00,,,
1R-K02B,?,KEYARROW,8030056000,LOWER COVER,1,,,,,1.00,$1.00,,,
1R-K02C,?,KEYARROW,8030056010,COVER ,1,,,,,$1.00,$1.00,,,
1R-K02D,,HANNA,MPI-3AN02-003-00,CYLINDER,1,,,,,1.00,$1.00,?,,
1R-K02E,S001367,TAIYO,1FA32N130-D3,CYLINDER,2,,,,,1.00,$2.00,,,
1R-K02F,,SMC,CHAU63,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K02G,S001436,SMC,CDGILN50150-G5BAL,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K02H,S012145,SMC,CDV3FN8050,CYLINDER,2,,,,,1.00,$2.00,,,
1R-K02I,,SMC,CA1GN63-320,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K02J,S011976,SMC,RZQF40TN-175,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K02K,,SMC,CCT63-200,CYLINDER,1,,,,,1.00,$1.00,,,
1R-K02L,S007531,CKD,CAV2-N-FA100B62-DC24V-TB1,CYLINDER,2,,,,,1.00,$2.00,,,
1R-K03A,,NISHIDA,KYLP160-0094-0001 / 0002 LOWER,Y AXIS COVER U/L,1,,,,,1.00,$1.00,,,
1R-K03B,,?,NO NUMBER,CYLINDER COVER,2,,,,,1.00,$2.00,,,
1R-K03C,,?,NO NUMBER,CYLINDER COVER,5,,,,,1.00,$5.00,,,
1R-K03D,,?,BEL05001:142-0,COVERS,1,,,,,1.00,$1.00,,,
1R-K03E,,?,BEL04001:142-0/2,COVERS,0,,,,,1.00,$0.00,,,
1R-K03F,,KYOHO,50X160-LB,CYLINDER,2,,,,,1.00,$2.00,,,
1R-K03G,S001362,TAIYO,140H8R 1LA50BB1200ABAH4,BOLSTER CYLINDER,2,,,,,"1,080.00","$2,160.00","$1,822.00",,
1R-K03H,,ATLAS,LARGE ATLAS CYLINDER,CYLINDER,3,,,,,1.00,$3.00,,,
1R-K04A,S001764,TAIYO,500 TON DIE CLOSE,CYLINDER,5,,,,,1.00,$5.00,,,
1R-K05A,S015728,TAIYO,140H71FY50BB210AB,CYLINDER,7,,,,,1.00,$7.00,,,
1R-K05B,S013411,TAIYO,1FB40BB250X,CYLINDER,1,,,,,1.00,$1.00,?,,
1R-K05C,S001676,SMC,NCDA1B250-0600-A53S,BSM PUSHER,2,,,,,1.00,$2.00,$110.00,,
