Date,Plant,Shift,Machine Number,Part Description,Die Number,Indirect Downtime Reason,Indirect Downtime Minutes,Indirect Downtime Notes,ID DT Description,ID Start Time,ID Stop Time
13-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,3,Die Change,0,scheduled die change,Die Related,08:08 AM,08:50 AM
13-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,5,Die Change,120,die change,Die Related,02:45 PM,04:45 PM
13-Apr-22,AAC Plant 2,2,2250-1,946F Crankcase DC,9,Die Change,215,die change broke pin,Die Related,11:35 PM,03:10 AM
13-Apr-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,2,Die Change,70,die change,Die Related,11:35 PM,12:45 AM
13-Apr-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,Condition Check Die,120,condition check,Die Related,08:10 PM,10:10 PM
13-Apr-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,01:30 AM,02:30 AM
13-Apr-22,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,sched die change,Die Related,05:15 PM,09:55 PM
13-Apr-22,AAC Plant 2,2,2250-9,881 Oil Pan DC,9,Die Change,0,scheduled die change,Die Related,05:15 PM,06:40 PM
13-Apr-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,3,Condition Check Machine,20,condition check,Casting Process/Equipment,12:40 AM,01:00 AM
14-Apr-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
14-Apr-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,10,Other (Indirect),20,over 4s+d,Casting Process/Equipment,10:10 AM,10:30 AM
14-Apr-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Die Change,0,scheduled die change durinf 4s+d continued on after waiting for crane,Die Related,11:00 AM,01:00 PM
14-Apr-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Clean Up,10,over 4s+d,Casting Process/Equipment,10:50 AM,11:00 AM
14-Apr-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,11:00 AM,02:00 PM
14-Apr-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
14-Apr-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Die Change,0,scheduled die change,Die Related,04:00 PM,04:45 PM
14-Apr-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,10,Condition Check Die,25,condition check,Die Related,09:45 PM,10:10 PM
14-Apr-22,AAC Plant 2,2,2250-7,A467 Extension Housing DC,1,Die Change,0,scheduled die change,Die Related,03:20 AM,04:30 AM
14-Apr-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Die Change,0,scheduled die change,Die Related,05:30 PM,06:30 PM
15-Apr-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,10,Condition Check Die,10,condition check,Die Related,05:35 AM,05:45 AM
15-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,13,Metal Delivery,35,out of metral,Casting Process/Equipment,10:00 AM,10:35 AM
15-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,13,Metal Delivery,-35,,,,
15-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,15,ladle detect metal ng,Casting Process/Equipment,11:50 AM,12:05 PM
15-Apr-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,scheduled die change,Die Related,09:40 AM,11:50 AM
15-Apr-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,6,Die Change,0,scheduled die change,Die Related,12:00 AM,01:00 AM
18-Apr-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Clean Up,15,over 4s+d,Casting Process/Equipment,01:00 PM,01:15 PM
18-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,15,ladle arm over run,Casting Process/Equipment,12:45 PM,01:00 PM
18-Apr-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,2,Die Change,0,scheduled die change,Die Related,05:15 AM,08:00 AM
18-Apr-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Die Change,120,die change core not going in holding block,Die Related,01:00 PM,03:00 PM
18-Apr-22,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,2,Die Change,0,sched die change,Die Related,03:00 AM,04:30 AM
18-Apr-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,2,Condition Check Die,50,cond check,Die Related,01:05 AM,01:55 AM
18-Apr-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Die Change,0,sched die change,Die Related,05:15 PM,06:45 PM
19-Apr-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
19-Apr-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,11,Die Change,90,die change broke insert,Die Related,06:00 AM,07:30 AM
19-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,20,out of metal,Casting Process/Equipment,07:10 AM,07:30 AM
19-Apr-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Die Change,190,die change vac runner stuck,Die Related,01:20 PM,04:30 PM
19-Apr-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,3,Die Change,60,die change,Die Related,11:30 AM,12:30 PM
19-Apr-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Condition Check Die,10,qc req cond check,Die Related,07:40 AM,07:50 AM
19-Apr-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Condition Check Die,10,cond check,Die Related,01:25 PM,01:35 PM
19-Apr-22,AAC Plant 2,1,2250-4,946F Crankcase DC,10,Die Change,0,scheduled die change,Die Related,10:05 AM,02:00 PM
19-Apr-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,2,Die Change,90,die change broke pin c4,Die Related,07:45 AM,09:15 AM
19-Apr-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,scheduled die change,Die Related,05:00 AM,06:30 AM
19-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,7,Other (Indirect),13,loss of power,Casting Process/Equipment,02:53 PM,03:06 PM
19-Apr-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,15,grease lube fault,Casting Process/Equipment,10:15 PM,10:30 PM
19-Apr-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,01:00 AM,02:30 AM
19-Apr-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,Die Change,0,scheduled die change,Die Related,03:00 AM,04:00 AM
19-Apr-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,Other (Indirect),90,carry over,Casting Process/Equipment,05:15 PM,06:45 PM
20-Apr-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Other (Indirect),55,cold metal,Casting Process/Equipment,06:50 AM,07:45 AM
20-Apr-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Other (Indirect),90,cold metal,Casting Process/Equipment,09:10 AM,10:40 AM
20-Apr-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,10,Condition Check Machine,15,cond check,Casting Process/Equipment,03:40 PM,03:55 PM
20-Apr-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
20-Apr-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,10,Condition Check Die,15,cond check,Die Related,10:35 AM,10:50 AM
20-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,10,out of metal,Casting Process/Equipment,02:40 PM,02:50 PM
20-Apr-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,6,Condition Check Die,10,condition check,Die Related,08:45 AM,08:55 AM
20-Apr-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,Condition Check Die,10,condition check cold shut,Die Related,07:25 AM,07:35 AM
20-Apr-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,Die Change,0,scheduled die change,Die Related,01:00 PM,05:00 PM
20-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,7,Die Change,0,scheduled die change,Die Related,03:00 PM,04:45 PM
20-Apr-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Die Change,0,scheduled die change ng spline,Die Related,01:30 AM,05:00 AM
20-Apr-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,6,Condition Check Die,20,cond check,Die Related,02:00 AM,02:20 AM
20-Apr-22,AAC Plant 2,2,2250-4,946F Crankcase DC,10,Condition Check Die,15,condition check,Die Related,10:00 PM,10:15 PM
20-Apr-22,AAC Plant 2,2,2250-4,946F Crankcase DC,10,Condition Check Die,20,cond check,Die Related,02:00 AM,02:20 AM
20-Apr-22,AAC Plant 2,2,2250-6,946F Crankcase DC,8,Die Change,35,die change broke pin c2,Die Related,11:25 PM,12:00 AM
20-Apr-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Condition Check Machine,35,cond check,Casting Process/Equipment,03:25 AM,04:00 AM
20-Apr-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Condition Check Machine,23,cond check,Casting Process/Equipment,01:32 AM,01:55 AM
20-Apr-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,Condition Check Machine,15,cond check,Casting Process/Equipment,03:30 AM,03:45 AM
20-Apr-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,1,Die Change,45,die change,Die Related,03:45 AM,04:30 AM
21-Apr-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,8,Condition Check Die,15,cond check per qc,Die Related,10:10 AM,10:25 AM
21-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,15,out of metal,Casting Process/Equipment,09:10 AM,09:25 AM
21-Apr-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,sched die change,Die Related,05:15 AM,06:45 AM
21-Apr-22,AAC Plant 2,1,2250-9,587F Crank Case Stiffening DC,31,Date Stamp-ID,15,date stamp chuck out,Casting Process/Equipment,07:15 AM,07:30 AM
21-Apr-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,1,Die Change,45,die change,Die Related,05:15 AM,06:00 AM
21-Apr-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Water/Die Lube Supply,10,lube low,Casting Process/Equipment,12:50 PM,01:00 PM
21-Apr-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Condition Check Machine,7,cond check,Casting Process/Equipment,07:31 AM,07:38 AM
21-Apr-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,10,Condition Check Die,30,cond check,Die Related,08:50 PM,09:20 PM
21-Apr-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,10,Die Change,30,die change,Die Related,10:30 PM,11:00 PM
21-Apr-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,10,Condition Check Die,20,cond check,Die Related,07:50 PM,08:10 PM
21-Apr-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,6,Condition Check Die,20,cond check,Die Related,12:05 AM,12:25 AM
22-Apr-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Other (Indirect),35,over start carry over,Casting Process/Equipment,05:15 AM,05:50 AM
22-Apr-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Condition Check Die,15,condition check,Die Related,08:30 AM,08:45 AM
22-Apr-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Condition Check Die,10,cond check,Die Related,06:40 AM,06:50 AM
22-Apr-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Clean Up,5,over 4s+d,Casting Process/Equipment,10:00 AM,10:05 AM
22-Apr-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Water/Die Lube Supply,5,lube oil low,Casting Process/Equipment,08:55 AM,09:00 AM
22-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,3,Clean Up,12,oiver 4s+d,Casting Process/Equipment,08:33 AM,08:45 AM
22-Apr-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,4,Die Change,60,die change,Die Related,10:44 AM,11:44 AM
22-Apr-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Change,0,sched die change,Die Related,03:00 AM,05:00 AM
23-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,3,Water/Die Lube Supply,9,lube level low,Casting Process/Equipment,02:15 PM,02:24 PM
25-Apr-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Condition Check Die,15,developer check,Die Related,11:30 AM,11:45 AM
25-Apr-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,2,Die Change,45,die change,Die Related,11:30 AM,12:15 PM
25-Apr-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Water/Die Lube Supply,5,lube level low,Casting Process/Equipment,09:30 AM,09:35 AM
25-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,3,Die Change,0,scheduled die change,Die Related,03:30 PM,04:45 PM
25-Apr-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Die Change,80,die change leak c3,Die Related,11:25 PM,12:55 AM
25-Apr-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,9,Die Change,0,sched die change,Die Related,07:50 PM,09:05 PM
25-Apr-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,9,Die Change,0,sched die change,Die Related,05:35 PM,05:55 PM
25-Apr-22,AAC Plant 2,2,2250-3,744 TA HOUSING AWD DC,2,Die Change,0,scheduled die change,Die Related,05:15 PM,07:05 PM
26-Apr-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,10,Date Stamp-ID,10,metal behind month stamp,Casting Process/Equipment,05:55 AM,06:05 AM
26-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Metal Delivery,25,out of metal,Casting Process/Equipment,08:40 AM,09:05 AM
26-Apr-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Date Stamp-ID,15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
26-Apr-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Die Change,260,die change core set 1,Die Related,11:30 AM,03:50 PM
26-Apr-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Date Stamp-ID,10,month stamp came out,Casting Process/Equipment,09:30 AM,09:40 AM
26-Apr-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,15,eng workinhg on spray robot,Casting Process/Equipment,10:50 AM,11:05 AM
26-Apr-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,30,spray robot,Casting Process/Equipment,09:45 AM,10:15 AM
26-Apr-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,9,Die Change,92,die change dm req,Die Related,07:38 AM,09:05 AM
26-Apr-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,10,Clean Up,80,ph eye ng,Casting Process/Equipment,09:00 PM,10:20 PM
26-Apr-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Die Change,20,die change setting #10,Die Related,07:40 PM,08:00 PM
26-Apr-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,3,Condition Check Die,15,cond check,Die Related,01:20 AM,01:35 AM
27-Apr-22,AAC Plant 2,1,2250-1,946F Crankcase DC,6,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
27-Apr-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,10,Condition Check Die,10,condition check,Die Related,07:10 AM,07:20 AM
27-Apr-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Condition Check Die,15,cond check qc req,Die Related,09:20 AM,09:35 AM
27-Apr-22,AAC Plant 2,1,2250-7,587F Crank Case Stiffening DC,31,Date Stamp-ID,30,date stamp stuck,Casting Process/Equipment,06:00 AM,06:30 AM
27-Apr-22,AAC Plant 2,1,2250-7,587F Crank Case Stiffening DC,31,Clean Up,15,shut down,Casting Process/Equipment,11:35 AM,11:50 AM
27-Apr-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Other (Indirect),10,contractor bringing m/s dor 2250-14,Casting Process/Equipment,11:30 AM,11:40 AM
27-Apr-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,5,Die Change,0,sched die change,Die Related,10:00 AM,11:15 AM
27-Apr-22,AAC Plant 2,2,1650-1,881 Oil Pan DC,10,Water/Die Lube Supply,10,grease fault,Casting Process/Equipment,12:20 AM,12:30 AM
27-Apr-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,3,Condition Check Die,40,condition check,Die Related,11:20 PM,12:00 AM
27-Apr-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,3,Die Change,285,die change,Die Related,12:00 AM,04:45 AM
27-Apr-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Condition Check Die,15,cond check,Die Related,06:15 PM,06:30 PM
2-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Other (Indirect),15,over 4s+f,Casting Process/Equipment,11:30 AM,11:45 AM
2-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Other (Indirect),25,scrap chute fall,Casting Process/Equipment,08:10 AM,08:35 AM
2-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Condition Check Die,20,cond check cold shut,Die Related,02:20 PM,02:40 PM
2-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Metal Delivery,15,out of metal,Casting Process/Equipment,03:35 PM,03:50 PM
2-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Metal Delivery,30,out of metal,Casting Process/Equipment,02:25 PM,02:55 PM
2-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,8,Die Change,120,die change broke pin detect,Die Related,07:25 AM,09:25 AM
2-May-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,5,Condition Check Die,20,cond check,Die Related,03:40 PM,04:00 PM
2-May-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,05:15 AM,07:15 AM
2-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Condition Check Die,15,cond check,Die Related,03:35 PM,03:50 PM
2-May-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Die Change,0,scheduled die change,Die Related,05:15 AM,06:00 AM
2-May-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,5,Other (Indirect),4,maint working on machine,Casting Process/Equipment,11:30 PM,11:34 PM
2-May-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,1,Die Change,85,die change,Die Related,09:05 PM,10:25 PM
2-May-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,10,Die Change,75,die change,Die Related,02:00 AM,03:15 AM
2-May-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Metal Delivery,15,molten netal alarm,Casting Process/Equipment,05:55 PM,06:10 PM
2-May-22,AAC Plant 2,2,2250-4,946F Crankcase DC,10,Die Change,60,die change,Die Related,03:45 AM,04:45 AM
2-May-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,5,Die Change,10,die change,Die Related,01:00 AM,01:10 AM
3-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
3-May-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,Metal Delivery,10,ladle stop out of metal,Casting Process/Equipment,06:20 AM,06:30 AM
3-May-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Clean Up,45,polish,Casting Process/Equipment,03:00 PM,03:45 PM
3-May-22,AAC Plant 2,1,2250-4,946F Crankcase DC,11,Die Change,0,sched die change,Die Related,05:00 AM,06:05 AM
3-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,0,sched die change,Die Related,05:15 AM,06:35 AM
3-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
3-May-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,10,Metal Delivery,10,out of metal; call melt,Metal Delivery,08:45 PM,08:55 PM
3-May-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,2,Condition Check Die,15,condition check; leak behind vac block,Die Related,01:40 AM,01:55 AM
3-May-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,11,Ladle-ID,15,ladle air pressure fault; building pressure dropped,Casting Process/Equipment,05:40 PM,05:55 PM
4-May-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Condition Check Machine,20,checked and drained,Casting Process/Equipment,12:45 PM,01:05 PM
4-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,10,Other (Indirect),10,over start,Casting Process/Equipment,02:15 AM,05:25 AM
4-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Other (Indirect),20,over 4sd,Casting Process/Equipment,11:30 AM,11:50 AM
4-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,9,Die Change,65,die change loose bolts,Die Related,12:55 PM,02:00 PM
4-May-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,12,Die Change,60,die change,Die Related,08:20 PM,09:20 PM
4-May-22,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,3,Die Change,30,die change,Die Related,11:00 PM,11:30 PM
4-May-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,N/G Tip or Sleeve Change,110,tip and sleeve,Casting Process/Equipment,08:20 PM,10:10 PM
4-May-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,Condition Check Die,20,condition t/p sleeve leak,Die Related,08:00 PM,08:20 PM
4-May-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,Condition Check Die,10,cond check,Die Related,06:25 PM,06:45 PM
4-May-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,Condition Check Die,25,cond check,Die Related,11:05 PM,11:30 PM
4-May-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,6,Die Change,140,die change leaking hose,Casting Process/Equipment,11:30 PM,01:50 AM
4-May-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Die Change,30,pulled die in halves,Die Related,09:30 PM,10:00 PM
4-May-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Other (Indirect),170,die change,Casting Process/Equipment,10:00 PM,12:50 AM
4-May-22,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Condition Check Die,20,cond check,Die Related,02:50 AM,03:10 AM
4-May-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,4,Other (Indirect),45,hand chuck on ulr,Casting Process/Equipment,05:15 PM,06:00 PM
4-May-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,4,Other (Indirect),-45,,,,
5-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,10,Condition Check Die,30,pe cond check,Die Related,01:40 PM,02:10 PM
5-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,10,Other (Indirect),15,over 4s+f,Casting Process/Equipment,11:35 AM,11:50 AM
5-May-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,1,Die Change,0,die change carry over,Die Related,05:15 AM,05:30 AM
5-May-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Change,0,sched die change,Die Related,05:15 AM,06:45 AM
5-May-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,10,Water/Die Lube Supply,20,hyd level low,Casting Process/Equipment,03:50 PM,04:10 PM
5-May-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,10,Die Change,165,die change,Die Related,09:20 PM,12:05 AM
5-May-22,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,1,Die Change,0,sched die change,Die Related,01:00 AM,03:00 AM
5-May-22,AAC Plant 2,2,2250-4,946F Crankcase DC,11,Condition Check Die,30,cond check qc req,Die Related,02:00 AM,02:30 AM
5-May-22,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Die Change,435,die change carry over,Die Related,05:15 PM,12:30 AM
6-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
6-May-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Other (Indirect),15,over 4s+d,Casting Process/Equipment,11:35 AM,11:50 AM
6-May-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Die Change,0,die change water leak,Die Related,11:40 AM,01:00 PM
6-May-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Die Change,0,scheduled die change,Die Related,01:30 AM,05:00 AM
6-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,1,Die Change,0,scheduled die change,Die Related,12:00 PM,03:15 PM
6-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,15,pe shut dcm down,Die Related,03:35 PM,03:50 PM
6-May-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Die Change,180,die change,Die Related,01:30 AM,04:30 AM
6-May-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Die Change,0,sched die change,Die Related,03:00 AM,05:00 AM
6-May-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Die Change,0,scheduled die change,Die Related,05:15 PM,06:15 PM
9-May-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,9,Die Change,80,die change pull 9 setting 13,Die Related,05:40 AM,07:00 AM
9-May-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Die Change,25,die change core swap,Die Related,11:30 AM,11:55 AM
9-May-22,AAC Plant 2,1,2250-4,946F Crankcase DC,11,Condition Check Die,30,cond check,Die Related,03:25 PM,03:55 PM
9-May-22,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,Die Change,0,scheduled die change,Die Related,05:15 AM,07:00 AM
9-May-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,15,cond check,Die Related,06:55 AM,07:10 AM
9-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Die Change,0,scheduled die change,Die Related,12:45 PM,02:45 PM
9-May-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,9,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
